title,isbn10,isbn13,purchase_cost,shipping_cost,processing_cost,net_buying_cost
Discovering Hospitality and Tourism: The World's Greatest Industry (2nd Edition),0131591991,9780131591998,7.97,3.99,2,13.96
"Park and Recreation Professional's Handbook With Online Resource, The",073608259X,9780736082594,20.0,3.99,2,25.99
Cells & Cell Function (Life Science in Depth),0431109036,9780431109039,2.95,3.99,2,8.94
"Heating, Ventilation, and Air Conditioning: A Residential and Light Commercial Text & Lab Book (Heating, Ventilating & Air Conditioning)",1401884725,9781401884727,44.0,3.99,2,49.99
Seasons of Hope Participant Journal One,1594711127,9781594711121,10.95,3.99,2,16.94
Prentice Hall Biology,0131155563,9780131155565,162.99,3.99,2,168.98
Wireless Communications & Networking (The Morgan Kaufmann Series in Networking),0123735807,9780123735805,11.89,3.99,2,17.88
Athletic Taping and Bracing-3rd Edition,1450413528,9781450413527,23.08,3.99,2,29.07
CNA Exam Flashcard Study System: CNA Test Practice Questions & Review for the Certified Nurse Assistant Exam (Cards),160971430X,9781609714307,33.99,3.99,2,39.98
Praxis II Business Education: Content Knowledge (5101) Exam Flashcard Study System: Praxis II Test Practice Questions & Review for the Praxis II: Subject Assessments (Cards),1614037000,9781614037002,43.06,3.99,2,49.05
Ethics: Theory and Practice (11th Edition),0205053149,9780205053148,11.99,3.99,2,17.98
Foodservice Organizations: A Managerial and Systems Approach (5th Edition),0130486892,9780130486899,5.48,3.99,2,11.47
Hotel Operations Management (3rd Edition),013433762X,9780134337623,92.88,3.99,2,98.87
Schematic Wiring a Step-By-Step Guide,0912524669,9780912524665,245.3,3.99,2,251.29
Drafting and Visual Presentation for Interior Designers (Fashion Series),013506421X,9780135064214,79.98,3.99,2,85.97
Conservation of Furniture (Routledge Series in Conservation and Museology),0415657903,9780415657907,69.7,3.99,2,75.69
Torkildsen's Sport and Leisure Management,0415497930,9780415497930,6.98,3.99,2,12.97
A Nation of Women: Gender and Colonial Encounters Among the Delaware Indians (Early American Studies),0812222059,9780812222050,5.49,3.99,2,11.48
Problem Solving Tools and Techniques for the Park and Recreation Administrator,1571675043,9781571675040,6.92,3.99,2,12.91
The Diary of Elizabeth Drinker: The Life Cycle of an Eighteenth-Century Woman,0812220773,9780812220773,2.48,3.99,2,8.47
"Restaurant Management: Customers, Operations, and Employees (3rd Edition)",0131136909,9780131136908,8.32,3.99,2,14.31
"Child Psychopathology, Third Edition",1462516688,9781462516681,62.24,3.99,2,68.23
Dolley Madison: The Problem of National Unity (Lives of American Women),0813347599,9780813347592,8.97,3.99,2,14.96
Jazz: the Basics,0415966949,9780415966948,14.09,3.99,2,20.08
"Woman-to-Woman Sexual Violence: Does She Call It Rape? (Northeastern Series on Gender, Crime, and Law)",1555535275,9781555535278,19.91,3.99,2,25.9
"Cognition and Suicide: Theory, Research, and Therapy",1591473578,9781591473572,9.55,3.99,2,15.54
"Child and Adolescent Therapy, Fourth Edition: Cognitive-Behavioral Procedures",1606235613,9781606235614,40.0,3.99,2,45.99
Abraham in Arms: War and Gender in Colonial New England (Early American Studies),0812219619,9780812219616,5.07,3.99,2,11.06
"Rule of Experts: Egypt, Techno-Politics, Modernity",0520232623,9780520232624,9.24,3.99,2,15.23
The Eighteenth Century: Europe 1688-1815 (Short Oxford History of Europe),0198731205,9780198731207,6.96,3.99,2,12.95
Study Guide to Child And Adolescent Psychiatry: A Companion to the American Psychiatric Publishing Textbook of Child And Adolescent Psychiatry,1585622613,9781585622610,10.03,3.99,2,16.02
Nicomachean Ethics,0872204642,9780872204645,10.0,3.99,2,15.99
Frequency Selective Surfaces: Theory and Design,0471370479,9780471370475,198.26,3.99,2,204.25
The Conservation Movement: A History of Architectural Preservation: Antiquity to Modernity,0415543223,9780415543224,73.28,3.99,2,79.27
"Network Design: A Process for Designing and Managing Data Networks, Release 8.0",1586761617,9781586761615,19.96,3.99,2,25.95
Disputed Moral Issues: A Reader,0199946795,8601419521067,13.95,3.99,2,19.94
Ethics for the Professions,0155069993,9780155069992,45.2,3.99,2,51.19
The Basics of Bioethics,0205765629,9780205765621,51.63,3.99,2,57.62
Robocop Vs. The Terminator,1616550082,9781616550080,79.19,3.99,2,85.18
Adolescent Suicide: Assessment and Intervention (2nd Edition),1591471931,9781591471936,12.53,3.99,2,18.52
Criminal Justice Ethics: Theory and Practice,1506326056,9781506326054,59.03,3.99,2,65.02
"The Long Road to Change: America's Revolution, 1750-1820",1551111101,9781551111100,4.25,3.99,2,10.24
The Long Journey Home: Understanding and Ministering to the Sexually Abused,1608993957,9781608993956,83.48,3.99,2,89.47
Workforce Education: The Basics,0205198341,9780205198344,7.41,3.99,2,13.4
Workbook/Study Guide I (Lessons 1-26) to accompany Destinos: An Introduction to Spanish,0070020728,9780070020726,14.49,3.99,2,20.48
"Learning to Stand and Speak: Women, Education, and Public Life in America's Republic (Published by the Omohundro Institute of Early American History ... and the University of North Carolina Press)",0807859214,9780807859216,20.99,3.99,2,26.98
Disputed Moral Issues: A Reader,0190490020,9780190490027,48.53,3.99,2,54.52
MCTS Windows SharePoint Services 3.0 Configuration Study Guide: Exam 70-631,0470449314,9780470449318,3.55,3.99,2,9.54
"McGraw-Hill's Math, Grade 7",0071748636,9780071748636,14.33,3.99,2,20.32
Social Psychology: The Science of Everyday Life,0716704226,9780716704225,N/A,N/A,N/A,N/A
"John Milton: Life, Work, and Thought",0199591032,0884509328779,N/A,N/A,N/A,N/A
The Person and the Situation: Perspectives of Social Psychology,1905177445,8581085999998,9.98,3.99,2,15.97
"Working with Adolescents: A Guide for Practitioners (Clinical Practice with Children, Adolescents, and Families)",1609180356,9781609180355,34.0,3.99,2,39.99
"Sam Houston and the American Southwest, 3rd Edition (Library of American Biography)",0321385721,0000387096078,N/A,N/A,N/A,N/A
Electromagnetic Theory (Pure & Applied Physics),0070621500,9780070621503,N/A,N/A,N/A,N/A
Introduction to Electricity,0135040876,9780135040874,N/A,N/A,N/A,N/A
Political Gastronomy: Food and Authority in the English Atlantic World (Early American Studies),0812244184,9780812244182,20.0,3.99,2,25.99
"Ordinary Families, Special Children, Third Edition: A Systems Approach to Childhood Disability",1606233173,9781606233177,20.95,3.99,2,26.94
"Death in the Midst of Life: Social and Cultural Influences on Death, Grief, and Mourning",0131977083,9780131977082,48.0,3.99,2,53.99
The Straight Mind: And Other Essays,0807079170,0046442079174,14.44,3.99,2,20.43
Demonstrating Student Success: A Practical Guide to Outcomes-Based Assessment of Learning and Development in Student Affairs,1579223052,9781579223052,21.34,3.99,2,27.33
"Science and Practice of Strength Training, Second Edition",0736056289,9780736056281,43.7,3.99,2,49.69
Cambridge International AS and A Level Chemistry Teacher's Resource CD-ROM (Cambridge International Examinations),110767770X,9781107677708,70.61,3.99,2,76.6
The Bridge: The Building of the Verrazano-Narrows Bridge,1620406667,9781620406663,7.0,3.99,2,12.99
Women's Lives: A Psychological Exploration (3rd Edition),0205255639,9780205255634,7.11,3.99,2,13.1
Workbook for Halal's Hair Structure and Chemistry Simplified,1428335617,9781428335615,24.47,3.99,2,30.46
Microelectronic Circuits (Oxford Series in Electrical & Computer Engineering),0195323033,9780195323030,18.0,3.99,2,23.99
The Essentials of Wine With Food Pairing Techniques,0132351722,9780132351720,6.7,3.99,2,12.69
Essentials of Understanding Psychology,1259531805,9781259531804,70.92,3.99,2,76.91
Encouraging Authenticity and Spirituality in Higher Education,0787974439,9780787974435,1.32,3.99,2,7.31
Eleanor of Provence: Queenship in Thirteenth-Century England,0631172866,9780631172864,58.94,3.99,2,64.93
Introduction to Wind Principles,0132125331,9780132125338,29.94,3.99,2,35.93
Athletic Training Student Primer: A Foundation for Success,1617110922,0001617110922,59.55,3.99,2,65.54
Introduction to Political Science,0205056814,9780205056811,44.43,3.99,2,50.42
"Subjects unto the Same King: Indians, English, and the Contest for Authority in Colonial New England (Early American Studies)",0812219082,9780812219081,7.67,3.99,2,13.66
"Schaum's Outline of Electromagnetics, 4th Edition (Schaum's Outlines)",0071831479,9780071831475,8.77,3.99,2,14.76
Ice Cream,1461460956,9781461460954,68.95,3.99,2,74.94
Interior Design Illustrated,1118090713,9781118090718,30.98,3.99,2,36.97
Westward Expansion: A History of the American Frontier,0826319815,9780826319814,N/A,N/A,N/A,N/A
Introduction to Electrodynamics,0134813677,9780134813677,17.31,3.99,2,23.3
"The Nursing Assistant: Acute, Subacute, and Long-Term Care with Workbook (5th Edition)",0132855151,9780132855150,79.8,3.99,2,85.79
"Workbook and Lab Manual for Herman's Industrial Motor Control, 7th",1133691811,9781133691815,N/A,N/A,N/A,N/A
CNC Handbook,0071799486,9780071799485,N/A,N/A,N/A,N/A
Logic and Contemporary Rhetoric: The Use of Reason in Everyday Life,1133942288,9781133942283,13.76,3.99,2,19.75
Reason & Argument (2nd Edition),0136246028,9780136246022,24.86,3.99,2,30.85
TABE Flashcard Study System: TABE Exam Practice Questions & Review for the Test of Adult Basic Education (Cards),1610728866,9781610728867,43.99,3.99,2,49.98
Lessons From Nanoelectronics: A New Perspective On Transport (Lessons from Nanoscience: a Lecture Notes Series) (Volume 1),9814335290,9789814335294,78.48,3.99,2,84.47
"Milady’s Aesthetician Series: Botox, Dysport, Dermal Fillers and Sclerotherapy",1435438647,9781435438644,40.01,3.99,2,46.0
Understanding Popular Music Culture,1138907855,9781138907850,10.57,3.99,2,16.56
Family Therapy and Mental Health: Innovations in Theory and Practice (Haworth Marriage and the Family),0789015897,9780789015891,20.96,3.99,2,26.95
"Sex For Sale: Prostitution, Pornography, and the Sex Industry",0415996058,9780415996051,35.89,3.99,2,41.88
The Cultural Roots of American Islamicism,052161807X,9780521618076,39.67,3.99,2,45.66
Semiconductor Physics: An Introduction (Advanced Texts in Physics),3540219579,9783540219576,47.98,3.99,2,53.97
"Casebook for Counseling Lesbian, Gay, Bisexual, and Transgender Persons and Their Families",1556203063,9781556203060,41.26,3.99,2,47.25
Machiavelli's The Prince (Cliffs Notes),0822010933,0049086010930,1.28,3.99,2,7.27
Tobacco Town Futures: Global Encounters in Rural Kentucky,1577667085,9781577667087,15.77,3.99,2,21.76
"Colonies to Nation, 1763-1789: A Documentary History of the American Revolution (Vol. 2)",0393092291,9780393092295,11.64,3.99,2,17.63
Thought-Images: Frankfurt School Writers’ Reflections from Damaged Life (Cultural Memory in the Present),0804756171,9780804756174,N/A,N/A,N/A,N/A
Life as a Weapon: The Global Rise of Suicide Bombings,1138019836,9781138019836,47.87,3.99,2,53.86
Digital Transmission Engineering,0471694649,9780471694649,13.9,3.99,2,19.89
Management by Menu,0471413194,9780471413196,4.99,3.99,2,10.98
Microelectronics Circuit Analysis and Design,0073380644,9780073380643,115.0,3.99,2,120.99
Critical Thinking: An Appeal to Reason,0415997143,9780415997140,12.79,3.99,2,18.78
"Henry Hudson and the Algonquins of New York: Native American Prophecy & European Discovery, 1609",1571782222,9781571782229,10.07,3.99,2,16.06
Electrodynamics (2Nd Edition),981434074X,9789814340748,72.93,3.99,2,78.92
Microelectronic Circuits (The Oxford Series in Electrical and Computer Engineering) 7th edition,0199339139,9780199339136,109.99,3.99,2,115.98
ACSM's Foundations of Strength Training and Conditioning,0781782678,9780781782678,22.72,3.99,2,28.71
ServSafe CourseBook with Answer Sheet (7th Edition),0134764218,9780134764214,99.99,3.99,2,105.98
Archaeology of the Southwest,1598746758,9781598746754,29.27,3.99,2,35.26
Permanent Magnet Synchronous and Brushless DC Motor Drives (Mechanical Engineering (Marcel Dekker)),0824753844,9780824753849,148.78,3.99,2,154.77
Hospital Time,0822319209,9780822319207,9.98,3.99,2,15.97
Evidence-Based Practice in Exercise Science: The Six-Step Approach,1450434193,0001450434193,27.37,3.99,2,33.36
"Schaum's Outline of Electric Circuits, 6th edition (Schaum's Outlines)",0071830456,9780071830454,39.99,3.99,2,45.98
Death and Dying (Opposing Viewpoints),0737712236,9780737712230,1.4,3.99,2,7.39
That Ever Loyal Island: Staten Island and the American Revolution,0814767664,9780814767665,22.19,3.99,2,28.18
Principles of Athletic Training: A Competency-Based Approach,1259060780,9781259060786,35.07,3.99,2,41.06
Specifying Interiors: A Guide to Construction and FF&E for Residential and Commercial Interiors Projects,0471692611,9780471692614,7.28,3.99,2,13.27
"Motivation in Education: Theory, Research, and Applications (4th Edition)",0133017524,9780133017526,N/A,N/A,N/A,N/A
"Bards, Ballads and Boundaries: An Ethnographic Atlas of Music Traditions in West Rajasthan",1905422075,9781905422074,34.35,3.99,2,40.34
Engineering Ethics (4th Edition) (Esource),0132145219,9780132145213,42.58,3.99,2,48.57
New Insight into IELTS Student's Book with Answers (Insights),0521680891,9780521680899,9.16,3.99,2,15.15
Transnational LGBT Activism: Working for Sexual Rights Worldwide,0816692742,9780816692743,9.49,3.99,2,15.48
"Selves, Symbols, and Sexualities: An Interactionist Anthology",145227665X,9781452276656,40.0,3.99,2,45.99
Generalist Case Management Workbook (SAB 125 Substance Abuse Case Management),1285173236,9781285173238,25.95,3.99,2,31.94
Hydrocolloid Applications: Gum technology in the food and other industries,0412621207,9780412621208,103.8,3.99,2,109.79
Taking Sides: Clashing Views in Death and Dying,0078050391,9780078050398,41.55,3.99,2,47.54
Debating Euthanasia (Debating Law),1849461783,9781849461788,5.49,3.99,2,11.48
Forgotten Allies: The Oneida Indians and the American Revolution,0809046008,9780809046003,5.33,3.99,2,11.32
Helping Parents with Challenging Children Positive Family Intervention Parent Workbook (Programs That Work),0195332997,9780195332995,9.77,3.99,2,15.76
EMT Basic Exam Flashcard Study System: EMT-B Test Practice Questions & Review for the National Registry of Emergency Medical Technicians (NREMT) Basic Exam (Cards),1609716701,9781609716707,53.99,3.99,2,59.98
Foundations of Lodging Management (2nd Edition),0132560895,9780132560894,53.27,3.99,2,59.26
"Student Workbook (Case plus App) for Woodside's An Introduction to the Human Services, 8th",1285759516,9781285759517,15.56,3.99,2,21.55
Exploring Jazz Violin (Schott Pop Styles),1847612423,9781847612427,99.98,3.99,2,105.97
What the Best College Students Do,0674066642,9780674066649,9.81,3.99,2,15.8
Automatic Control Systems / Robotics Problem Solver (Problem Solvers Solution Guides),0878915427,9780878915422,13.99,3.99,2,19.98
The St. Martin's Handbook,1457667266,8601422066487,26.85,3.99,2,32.84
When The Opposite Sex Isn't: Sexual Orientation In Male-to-Female Transgender People,0789034476,9780789034472,N/A,N/A,N/A,N/A
Magnetic Actuators and Sensors,1118505255,9781118505250,128.72,3.99,2,134.71
College Reading: The Science and Strategies of Expert Readers (MindTap Course List),1111350019,9781111350017,24.0,3.99,2,29.99
"Glencoe Physical iScience Modules: Electricity and Magnetism, Grade 8, Student Edition (GLEN SCI: ELECTRICITY/MAGNETIS)",0078617731,9780078617737,5.99,3.99,2,11.98
Workbook for Handley/Coon/Marshall's Project Lead the Way/Principles of Engineering,1435428374,9781435428379,33.99,3.99,2,39.98
Handbook of Evidence-Based Treatment Manuals for Children and Adolescents,019517741X,9780195177411,50.0,3.99,2,55.99
Berkeley Physics Course: Electricity and Magnetism v. 2,0070664951,9780070664951,15.0,3.99,2,20.99
"Introduction to Copper Cabling: Applications for Telecommunications, Data Communications and Networking",0750655550,9780750655552,19.61,3.99,2,25.6
Hands-On Electronics: A Practical Introduction to Analog and Digital Circuits,0521893518,9780521893510,38.22,3.99,2,44.21
The Euthanasia/Assisted-Suicide Debate (Historical Guides to Controversial Issues in America),0313341877,9780313341878,6.98,3.99,2,12.97
"Prego! An Invitation to Italian, 8th Edition",0073386251,8601406250055,66.21,3.99,2,72.2
Power Electronics and Motor Drives: Advances and Trends,0120884054,9780120884056,19.58,3.99,2,25.57
"Handbook of Attachment, Third Edition: Theory, Research, and Clinical Applications",1462525296,9781462525294,73.13,3.99,2,79.12
Condition Monitoring Using Computational Intelligence Methods: Applications in Mechanical and Electrical Systems,1447123794,9781447123798,64.2,3.99,2,70.19
"Sex among the Rabble: An Intimate History of Gender and Power in the Age of Revolution, Philadelphia, 1730-1830 (Published by the Omohundro Institute ... and the University of North Carolina Press)",0807856754,9780807856758,20.96,3.99,2,26.95
"Exploring American Folk Music: Ethnic, Grassroots, and Regional Traditions in the United States (American Made Music Series)",1617032646,9781617032646,60.39,3.99,2,66.38
"Principles of Athletic Training: A Competency-Based Approach, 14th Edition",0073523739,9780073523736,N/A,N/A,N/A,N/A
Test Best ITBS: Test Workbook  Grade K (Level 5),0811428575,9780811428576,19.96,3.99,2,25.95
Quantum Electrodynamics (Frontiers in Physics),0201360756,9780201360752,29.98,3.99,2,35.97
The American Revolution Reader (Routledge Readers in History),0415537576,9780415537575,15.21,3.99,2,21.2
Fundamentals of Quality Control and Improvement (2nd Edition),0136450865,9780136450863,6.15,3.99,2,12.14
Science of Sports Training: How to Plan and Control Training for Peak Performance,0940149109,9780940149106,31.84,3.99,2,37.83
Beyond Feelings: A Guide to Critical Thinking,0073535699,9780073535692,4.99,3.99,2,10.98
For Marx (Radical Thinkers),184467052X,9781844670529,12.0,3.99,2,17.99
"Motivation and Self-Regulated Learning: Theory, Research, and Applications",0805858989,9780805858983,30.8,3.99,2,36.79
America's Revolution,0199754802,9780199754809,34.35,3.99,2,40.34
CliffsNotes on Heilbroner's The Worldly Philosophers,0822013851,9780822013853,6.94,3.99,2,12.93
Straights: Heterosexuality in Post-Closeted Culture,0814764592,9780814764596,51.4,3.99,2,57.39
Affairs of Honor: National Politics in the New Republic,0300097557,9780300097559,8.3,3.99,2,14.29
Integrated Korean Workbook: Intermediate 2 (Klear Textbooks in Korean Language) (Korean and English Edition),082483867X,9780824838676,N/A,N/A,N/A,N/A
The Science of Sugar Confectionery: RSC (RSC Paperbacks),0854045937,9780854045938,25.95,3.99,2,31.94
Social Ethics: Morality and Social Policy,0073535885,9780073535883,32.99,3.99,2,38.98
THiNK,0078038200,9780078038204,1.5,3.99,2,7.49
American Popular Music: From Minstrelsy to MP3,0195396308,8580000848687,5.64,3.99,2,11.63
Critique of Pure Reason: Unified Edition (with all variants from the 1781 and 1787 editions) (Hackett Classics),0872202577,9780872202573,8.0,3.99,2,13.99
Control Systems,0750654619,9780750654616,41.72,3.99,2,47.71
"Connections II [text + workbook], Textbook & Workbook: A Cognitive Approach to Intermediate Chinese (Chinese in Context Language Learning Series)",0253216656,9780253216656,21.5,3.99,2,27.49
An Introduction to Japanese Linguistics,1444337734,9781444337730,35.29,3.99,2,41.28
Understanding Motor Controls,1401890164,9781401890162,14.71,3.99,2,20.7
Basic Electricity and DC Circuits,0790610728,9780790610726,93.39,3.99,2,99.38
Coming Alive From Nine to Five in a 24/7 World : A Career Search Handbook for the 21st Century,0072842628,9780072842623,16.9,3.99,2,22.89
Basic Spanish: A Grammar and Workbook (Grammar Workbooks) (English and Spanish Edition),041535501X,9780415355018,36.49,3.99,2,42.48
Digital Electronics: An Integrated Laboratory Approach,0130931020,9780130931023,165.76,3.99,2,171.75
The Complete Idiot's Guide to College Biology,1592578489,9781592578481,21.98,3.99,2,27.97
Supporting the Well Being of Girls: An evidence-based school programme,1138015261,9781138015265,43.78,3.99,2,49.77
The Comprehensive Guide to Careers in Sports,1449602037,9781449602031,33.98,3.99,2,39.97
Cognitive Behavioural Prevention of Suicide in Psychosis: A treatment manual,0415658705,9780415658706,30.5,3.99,2,36.49
"Strength and Conditioning for Team Sports: Sport-Specific Physical Preparation for High Performance, second edition",0415637937,9780415637930,42.82,3.99,2,48.81
Six Names of Beauty,0415979927,9780415979924,187.0,3.99,2,192.99
SS05 WORKBOOK GRADE 6 (Scott Foresmen Social Studies 2005),0328081817,9780328081813,42.65,3.99,2,48.64
Essentials for the Activity Professional in Long Term Care,0827373872,9780827373877,30.94,3.99,2,36.93
Understanding Child Development (What’s New in Early Childhood),0495809306,9780495809302,123.11,3.99,2,129.1
Foodservice Organizations: A Managerial and Systems Approach (9th Edition),0134038940,9780134038940,124.13,3.99,2,130.12
Sense and Sensibilia,0195003071,9780195003079,7.98,3.99,2,13.97
Color + Design: Transforming Interior Space,1563676028,9781563676024,2.38,3.99,2,8.37
Brukner & Khan's Clinical Sports Medicine,0070998132,9780070998131,189.95,3.99,2,195.94
Managerial Accounting for the Hospitality Industry,0471723371,9780471723370,10.91,3.99,2,16.9
Principles of Transistor Circuits,0750644273,9780750644273,30.72,3.99,2,36.71
"Away from Home: American Indian Boarding School Experiences, 1879-2000",0934351627,9780934351621,14.97,3.99,2,20.96
Electronics Explained: The New Systems Approach to Learning Electronics,1856177009,9781856177009,13.17,3.99,2,19.16
The Treason of the Intellectuals,1412806232,9781412806237,30.0,3.99,2,35.99
Child & Adolescent Therapy : Science and Art,0471386375,9780471386377,11.86,3.99,2,17.85
"Electrical Power: Motors, Controls, Generators, Transformers",1566373662,9781566373661,15.6,3.99,2,21.59
Kids in the Middle: The Micro Politics of Special Education,1607098474,9781607098478,43.56,3.99,2,49.55
Biology: Today and Tomorrow without Physiology,0495109185,9780495109181,39.95,3.99,2,45.94
How to Get Into the Top Law Schools: Fifth Edition,0735204578,9780735204577,9.49,3.99,2,15.48
Electrical Pre-Apprenticeship and Workforce Development Manual,1111316899,9781111316891,77.83,3.99,2,83.82
101 Ways To Suck As An HVAC Technician,1449949258,9781449949259,15.25,3.99,2,21.24
Textbook of Syrian Semitic Inscriptions: Volume 1: Hebrew and Moabite Inscriptions,0198131593,9780198131595,43.28,3.99,2,49.27
"Experiencing Jazz, Second Edition: Book and Online Access to Music Pack",0415659353,9780415659352,60.68,3.99,2,66.67
Today's Moral Issues: Classic and Contemporary Perspectives,0078038219,9780078038211,72.82,3.99,2,78.81
Kant's 'Critique of Pure Reason': An Introduction (Cambridge Introductions to Key Philosophical Texts),0521618258,9780521618250,14.99,3.99,2,20.98
Research Writing Simplified: A Documentation Guide (8th Edition),0321953487,9780321953483,17.26,3.99,2,23.25
Easy English: Basic English Made Simple (ESL),140000604X,9781400006045,9.71,3.99,2,15.7
"Queering Bathrooms: Gender, Sexuality, and the Hygienic Imagination",1442610735,9781442610736,220.6,3.99,2,226.59
Industrial Power Distribution (IEEE Press Series on Power Engineering),1119063345,9781119063346,117.55,3.99,2,123.54
"Microelectronic Circuit Design, 5th Edition",0073529605,9780073529608,102.97,3.99,2,108.96
Athenaze: An Introduction to Ancient Greek Book I,0195149564,9780195149562,20.42,3.99,2,26.41
McGraw-Hill Education Preparation for the TASC Test 2nd Edition: The Official Guide to the Test (Mcgraw Hill's Tasc),0071843876,9780071843874,3.5,3.99,2,9.49
P.O.W.E.R. Learning: Strategies for Success in College and Life,0077842154,9780077842154,55.34,3.99,2,61.33
Cultural Issues in Play Therapy,1593853807,9781593853808,9.95,3.99,2,15.94
Philosophy of Plato and Aristotle (Agora Editions),0801487161,9780801487163,13.55,3.99,2,19.54
"Student Solutions Manual and Study Guide for Hornback's Organic Chemistry, 2nd",0534397107,9780534397104,40.05,3.99,2,46.04
The Good Research Guide: for small-scale social research projects,0335241387,9780335241385,5.15,3.99,2,11.14
Case Studies in Psychotherapy,1285175239,9781285175232,71.13,3.99,2,77.12
Basics Interior Architecture 01: Form and Structure: the Organisation of Interior Space,294037340X,9782940373406,46.35,3.99,2,52.34
An Introduction to Formal Logic,0521008042,9780521008044,19.4,3.99,2,25.39
"Student Workbook: Entrepreneurship: Ideas in Action, 6th",1305653106,9781305653108,37.26,3.99,2,43.25
Preparacion DELE. A1. Libro + CD - Ed. 2010 COLOR (Spanish Edition),8477116806,9788477116806,15.96,3.99,2,21.95
DC Theory,1435499824,9781435499829,7.56,3.99,2,13.55
Electrical Level 4 Trainee Guide (9th Edition),0134738225,9780134738222,124.82,3.99,2,130.81
Introduction to the Theory of Ferromagnetism (International Series of Monographs on Physics),0198508093,9780198508090,99.0,3.99,2,104.99
EMQs for the MRCS Part A (Oxford Specialty Training: Revision Texts),0199645647,9780199645640,11.08,3.99,2,17.07
Aesthetics and the Philosophy of Art: The Analytic Tradition: An Anthology,1405105828,9781405105828,13.79,3.99,2,19.78
"Workshop Physics Activity Guide, Module 4: Electricity and Magnetism",0471641162,9780471641162,25.42,3.99,2,31.41
Fundamentals of BioMEMS and Medical Microdevices,0819459771,9780819459770,25.94,3.99,2,31.93
The Ethical Life: Fundamental Readings in Ethics and Moral Problems,0199997276,9780199997275,4.45,3.99,2,10.44
"Integrated Chinese: Level 1, Part 2 (Textbook: Traditional Characters) (English and Mandarin Chinese Edition)",0887276725,9780887276729,24.77,3.99,2,30.76
The Site of the Social: A Philosophical Account of the Constitution of Social Life and Change,0271022922,9780271022925,35.81,3.99,2,41.8
Psychological Trauma and the Developing Brain: Neurologically Based Interventions for Troubled Children,0789017881,9780789017888,54.62,3.99,2,60.61
Diagnostic and Behavioral Assessment in Children and Adolescents: A Clinical Guide,1462508618,9781462508617,54.65,3.99,2,60.64
Designing Embedded Systems with PIC Microcontrollers: Principles and Applications,1856177505,9781856177504,22.01,3.99,2,28.0
The Life Span: Human Development for Helping Professionals with Enhanced Pearson eText -- Access Card Package (4th Edition),0133785645,9780133785647,156.47,3.99,2,162.46
Electric Circuits Fundamentals (8th Edition),013507293X,9780135072936,69.58,3.99,2,75.57
Fundamentals of Microelectronics,1118156323,9781118156322,200.0,3.99,2,205.99
Latin: An Intensive Course,0520031830,9780520031838,14.4,3.99,2,20.39
One Size Does Not Fit All: Traditional and Innovative Models of Student Affairs Practice,0415843197,9780415843195,50.83,3.99,2,56.82
"Women and Popular Music: Sexuality, Identity and Subjectivity",0415211905,9780415211901,5.49,3.99,2,11.48
Experiential Learning in Sport Management: Internships and Beyond (Sport Management Library),1935412159,9781935412151,N/A,N/A,N/A,N/A
Aging Hair,3642026354,9783642026355,186.81,3.99,2,192.8
A Case for Irony (The Tanner Lectures on Human Values),0674416880,9780674416888,12.0,3.99,2,17.99
Human Learning (6th Edition),0132595184,9780132595186,16.97,3.99,2,22.96
Music Express: Age 5-6 (Book + 3 CDs + DVD-ROM): Complete Music Scheme for Primary Class Teachers,1472900170,9781472900173,36.62,3.99,2,42.61
RF Microelectronics (2nd Edition) (Prentice Hall Communications Engineering and Emerging Technologies Series from Ted Rappaport),0137134738,9780137134731,70.0,3.99,2,75.99
Algebra 1: All-in-One Student Workbook - Teacher's Guide,0131657275,9780131657274,49.92,3.99,2,55.91
Advanced Russian Through History,0300109474,9780300109474,34.75,3.99,2,40.74
New York Sings: 400 Years of the Empire State in Song (Excelsior Editions),1438426844,9781438426846,7.98,3.99,2,13.97
"Popular Music: Topics, Trends & Trajectories",1847874363,9781847874368,7.26,3.99,2,13.25
Introduction to BioMEMS,1439818398,9781439818398,60.95,3.99,2,66.94
BUNDLE: Hutchison: Dimensions of Human Behavior: Person and Environment + The Changing Life Course,1412988810,9781412988810,85.35,3.99,2,91.34
LECTURE NOTES ON ELECTRON CORRELATION AND MAGNETISM (Series in Modern Condensed Matter Physics),9810224745,9789810224745,132.54,3.99,2,138.53
Jazz Theory and Practice,0882847228,9780882847221,14.43,3.99,2,20.42
Social Psychology,1506357512,9781506357515,89.94,3.99,2,95.93
Routledge Intensive Dutch Course (Routledge Intensive Language Courses),0415261910,9780415261913,47.44,3.99,2,53.43
Revenue Management for the Hospitality Industry,0470393084,9780470393086,29.92,3.99,2,35.91
How to Think Logically (2nd Edition),0205154980,8601419416141,15.75,3.99,2,21.74
The PIC Microcontroller: Your Personal Introductory Course,0750666641,9780750666640,7.99,3.99,2,13.98
Qualitative Methods for Family Studies and Human Development,1412914035,9781412914031,92.33,3.99,2,98.32
"Electric Motors and Drives: Fundamentals, Types and Applications (3rd Edition)",0750647183,9780750647182,11.16,3.99,2,17.15
Introduction to Hospitality Management (5th Edition),0134151909,9780134151908,112.74,3.99,2,118.73
Chinese Made Easy for Kids Textbook 2 (English and Mandarin Chinese Edition),9620424980,9789620424984,23.22,3.99,2,29.21
Fundamentals of Microelectronics,0471478466,9780471478461,16.27,3.99,2,22.26
Developmental Disabilities: Introduction to a Diverse Field,0205322069,9780205322060,12.18,3.99,2,18.17
