title,isbn10,isbn13,purchase_cost,shipping_cost,processing_cost,net_buying_cost
Introduction to Theories of Learning,0205871860,9780205871865,43.92,3.43,2,49.35
CliffsNotes on Heilbroner's The Worldly Philosophers,0822013851,9780822013853,2.95,4.89,2,9.84
The White Pacific: U.S. Imperialism and Black Slavery in the South Seas after the Civil War,0824831470,9780824831479,33.56,3.99,2,39.55
I Freed Myself: African American Self-Emancipation in the Civil War Era,1107602491,9781107602496,16.96,3.99,2,22.95
Developmental Research Methods,1506332013,9781506332017,74.93,3.99,2,80.92
Flashcard Study System for the General Chairside Assisting Exam: DANB Test Practice Questions & Review for the General Chairside Assisting Exam (Cards),1609716116,9781609716110,29.0,3.99,2,34.99
Flashcard Study System for the Orthodontic Assisting Exam: DANB Test Practice Questions & Review for the Orthodontic Assisting Exam (Cards),1609716159,9781609716158,33.99,0,2,35.99
Georgia's Criminal Justice System (State-specific Criminal Justice),1594609659,9781594609657,74.59,0,2,76.59
The U.S.-Mexican Border Today: Conflict and Cooperation in Historical Perspective (Latin American Silhouettes),1442231114,9781442231115,21.0,3.99,2,26.99
The Comprehensive Guide to Careers in Sports,1449602037,9781449602031,29.5,4.49,2,35.99
Sports Publicity: A Practical Approach,0415635012,9780415635011,25.11,4.49,2,31.6
Aquatic Facility Management,0736045007,9780736045001,12.46,3.99,2,18.45
Athenaze: An Introduction to Ancient Greek Book I,0195149564,9780195149562,8.99,3.99,2,14.98
"Psychology: Concepts & Connections, Brief Version",1133049540,8601416820699,1.99,3.96,2,7.95
The Puritan Dilemma: The Story of John Winthrop (Library of American Biography),0321478061,9780321478061,14.92,3.99,2,20.91
Unsettled: Cambodian Refugees in the New York City Hyperghetto (Asian American History & Cultu),1439911657,9781439911655,12.34,4.49,2,18.83
TABE Flashcard Study System: TABE Exam Practice Questions & Review for the Test of Adult Basic Education (Cards),1610728866,9781610728867,43.99,0,2,45.99
Managing Sport Organizations: Responsibility for Performance,0415626773,9780415626774,36.0,4.99,2,42.99
Conversations with Gayatri Chakravorty Spivak,190542227X,9781905422272,29.78,3.99,2,35.77
TOEFL Idioms Flashcards,1419591487,9781419591488,49.95,3.98,2,55.93
EMT Basic Exam Flashcard Study System: EMT-B Test Practice Questions & Review for the National Registry of Emergency Medical Technicians (NREMT) Basic Exam (Cards),1609716701,9781609716707,53.99,0,2,55.99
Participation in Sport: International Policy Perspectives,0415554780,9780415554787,60.37,3.99,2,66.36
Leadership in Recreation and Leisure Services,0736095314,9780736095310,25.0,3.99,2,30.99
When Helping You Is Hurting Me: Escaping the Messiah Trap,0824521080,9780824521080,7.42,0,2,9.42
A Way of Escape: Freedom from Sexual Strongholds,1565078276,9781565078277,3.54,3.99,2,9.53
Freedom from Addiction Workbook: Breaking the Bondage of Addiction and Finding Freedom in Christ,0830719024,9780830719020,3.1,7.98,2,13.08
Before Forgiveness: The Origins of a Moral Idea,1107680204,9781107680203,27.63,3.99,2,33.62
Texas: Crossroads of North America,1133947387,8601421948388,33.0,3.99,2,38.99
The Complete Idiot's Guide to College Biology,1592578489,9781592578481,20.83,5.14,2,27.97
New Insight into IELTS Student's Book with Answers (Insights),0521680891,9780521680899,5.5,3.99,2,11.49
Thought-Images: Frankfurt School Writers’ Reflections from Damaged Life (Cultural Memory in the Present),0804756171,9780804756174,16.47,3.99,2,22.46
Machiavelli's The Prince (Cliffs Notes),0822010933,0049086010930,1.27,3.99,2,7.26
The Site of the Social: A Philosophical Account of the Constitution of Social Life and Change,0271022922,9780271022925,35.0,5.1,2,42.1
Introduction to Sport Marketing: Second edition (Sport Management Series),1138022969,9781138022966,44.79,3.99,2,50.78
The New Politics of the Old South: An Introduction to Southern Politics,1538100150,9781538100158,33.6,3.99,2,39.59
California: A History,1118701046,9781118701041,29.01,3.98,2,34.99
RF Microelectronics (2nd Edition) (Prentice Hall Communications Engineering and Emerging Technologies Series from Ted Rappaport),0137134738,9780137134731,70.0,3.99,2,75.99
Fundamentals of Microelectronics,1118156323,9781118156322,209.49,0,2,211.49
Kant's 'Critique of Pure Reason': An Introduction (Cambridge Introductions to Key Philosophical Texts),0521618258,9780521618250,14.99,0,2,16.99
Sense and Sensibilia,0195003071,9780195003079,3.16,3.99,2,9.15
Certified Management Accountant Exam Flashcard Study System: CMA Test Practice Questions & Review for the Certified Management Accountant Exam (Cards),160971413X,9781609714130,60.0,3.99,2,65.99
"Microelectronic Circuit Design, 5th Edition",0073529605,9780073529608,112.0,0,2,114.0
THiNK,0078038200,9780078038204,1.5,3.97,2,7.47
Big Bone Lick: The Cradle of American Paleontology,0813133866,9780813133867,21.21,3.99,2,27.2
Recreational Sport Programming,1571677089,9781571677082,25.0,3.99,2,30.99
Experiential Learning in Sport Management: Internships and Beyond (Sport Management Library),1935412159,9781935412151,7.98,3.98,2,13.96
The Harlem Renaissance: A Brief History With Documents,0312410751,9780312410759,5.98,3.99,2,11.97
Critique of Pure Reason: Unified Edition (with all variants from the 1781 and 1787 editions) (Hackett Classics),0872202577,9780872202573,8.0,3.99,2,13.99
Introduction to Hospitality Management (5th Edition),0134151909,9780134151908,109.05,3.99,2,115.04
Matlab: A Practical Introduction to Programming and Problem Solving,0124058760,8601300090009,14.46,3.99,2,20.45
Introduction to BioMEMS,1439818398,9781439818398,61.01,3.99,2,67.0
Designing Embedded Systems with PIC Microcontrollers: Principles and Applications,1856177505,9781856177504,24.02,3.99,2,30.01
Revenue Management for the Hospitality Industry,0470393084,9780470393086,29.93,3.99,2,35.92
Introduction to Human Development and Family Studies,1138815322,9781138815322,66.29,3.99,2,72.28
Pennsylvania History: Essays and Documents,0205701663,9780205701667,13.74,0,2,15.74
Professional Event Coordination,0470560711,9780470560716,29.09,3.99,2,35.08
ServSafe CourseBook with Answer Sheet (7th Edition),0134764218,9780134764214,89.99,3.99,2,95.98
Archaeology of the Southwest,1598746758,9781598746754,29.38,4.49,2,35.87
Introduction to Power Electronics,0023511826,9780023511820,33.98,3.99,2,39.97
Introduction to Hospitality (7th Edition),0133762769,9780133762761,81.97,3.89,2,87.86
Sports Business Management: Decision Making Around the Globe,1138919543,9781138919549,24.2,3.99,2,30.19
"Making a New Deal: Industrial Workers in Chicago, 1919-1939 (Canto Classics)",1107431794,9781107431799,10.59,3.99,2,16.58
Sports Marketing,007338111X,9780073381114,9.35,3.99,2,15.34
Treasure Island and Kidnapped (Cliffs Notes),0822013061,0049086013061,0.1,4.89,2,6.99
Kaplan MAT (Kaplan Test Prep),1607146843,9781607146841,2.45,3.99,2,8.44
Sport Law: A Managerial Approach,1934432008,9781934432006,10.0,3.99,2,15.99
French Grammar in Context (Languages in Context) (French Edition),0415706688,8601404261244,26.25,0,2,28.25
Aesthetics and the Philosophy of Art: The Analytic Tradition: An Anthology,1405105828,9781405105828,13.79,3.99,2,19.78
Development through Adulthood: An Integrative Sourcebook,0230297994,9780230297999,36.86,3.99,2,42.85
Educational Psychology,0073378585,9780073378589,29.78,3.99,2,35.77
Behavioral Genetics,1464176051,9781464176050,92.95,3.99,2,98.94
"California Politics: The Fault Lines of Power, Wealth, and Diversity",087289276X,9780872892767,18.32,3.99,2,24.31
"Northern Lights: The Stories of Minnesota's Past, 2nd Edition",0873514408,9780873514408,19.49,3.99,2,25.48
A Case for Irony (The Tanner Lectures on Human Values),0674416880,9780674416888,11.1,3.99,2,17.09
Human Learning (6th Edition),0132595184,9780132595186,19.91,3.99,2,25.9
"Electronics: A First Course, Third Edition",1856176959,9781856176958,19.16,6.47,2,27.63
Psychology of Learning for Instruction (3rd Edition),0205375197,9780205375196,58.45,3.99,2,64.44
The Sacco and Vanzetti Case: A Brief History with Documents (The Bedford Series in History and Culture),0312400888,9780312400880,12.93,0,2,14.93
Heat Pumps: Theory and Service,0827349564,9780827349568,12.59,3.99,2,18.58
Electric Drives and Electromechanical Systems: Applications and Control,0750667400,9780750667401,50.99,3.99,2,56.98
Hacking Electronics: An Illustrated DIY Guide for Makers and Hobbyists,0071802363,9780071802369,3.57,3.99,2,9.56
The Cambridge Companion to Gadamer (Cambridge Companions to Philosophy),0521000416,9780521000413,11.3,3.99,2,17.29
"Industrial Electronics: Applications for Programmable Controllers, Instrumentation and Process Control, and Electrical Machines and Motor Controls (3rd Edition)",0130602418,9780130602411,22.2,7.53,2,31.73
Intuitive Analog Circuit Design,0124058663,9780124058668,44.0,3.98,2,49.98
"Electricity 4: AC/DC Motors, Controls, and Maintenance",1435400313,9781435400313,10.0,3.99,2,15.99
Fundamentals of Electric Drives (Electrical Engineering),0534952224,9780534952228,3.97,3.99,2,9.96
"Brushless motors: magnetic design, performance, and control of brushless dc and permanent magnet synchronous motors",0982692617,9780982692615,129.99,0,2,131.99
"On Cooking: A Textbook of Culinary Fundamentals with MasterCook 11, Study Guide, and MyCulinaryLab (5th Edition)",0132658488,9780132658485,136.44,4.5,2,142.94
"Living By Chemistry:  Smells: Preliminary Edition, Student Guide",1559537019,9781559537018,2.49,3.99,2,8.48
ServSafe CourseBook with Online Exam Voucher (7th Edition),0134764226,9780134764221,89.99,3.99,2,95.98
Machine Tool Practices (7th Edition),0130334472,9780130334473,2.64,4.89,2,9.53
"Transformations: Women, Gender and Psychology",0073532150,9780073532158,11.8,3.99,2,17.79
"Power Electronics: Circuits, Devices and Applications (3rd Edition)",0131011405,9780131011403,70.73,3.99,2,76.72
Thai Language and Culture for Beginners Book 1,9747512254,9789747512250,34.41,3.99,2,40.4
Corpus Linguistics and the Description of English (Edinburgh Textbooks on the English Language - Advanced),0748626158,9780748626151,15.99,3.99,2,21.98
"Electric Drives, Second Edition (Electric Power Engineering)",0849342201,9780849342202,63.8,26.99,2,92.79
"Advanced Electrical Drives: Analysis, Modeling, Control (Power Systems)",9400701799,9789400701793,90.18,3.99,2,96.17
Foodservice Management Fundamentals,0470409061,9780470409060,41.48,3.99,2,47.47
Preparacion DELE. A1. Libro + CD - Ed. 2010 COLOR (Spanish Edition),8477116806,9788477116806,2.82,4.76,2,9.58
Reliability Evaluation of Engineering Systems: Concepts and Techniques,1489906878,9781489906878,51.07,0,2,53.07
Analysis of Electric Machinery and Drive Systems,047114326X,9780471143260,55.28,5.54,2,62.82
Tourism: The Business of Hospitality and Travel (6th Edition) (What's New in Culinary & Hospitality),0134484487,9780134484488,100.0,5.86,2,107.86
"Interconnections: Bridges, Routers, Switches, and Internetworking Protocols (2nd Edition)",0201634481,0785342634488,6.19,3.99,2,12.18
Introduction to Computer Networks and Cybersecurity,1466572132,9781466572133,56.95,3.99,2,62.94
"The Routledge Course In Modern Mandarin- Textbook, Level 1: Traditional Characters (English and Mandarin Chinese Edition)",0415472490,9780415472494,73.3,3.99,2,79.29
Chinese Made Easy for Kids Textbook 2 (English and Mandarin Chinese Edition),9620424980,9789620424984,23.42,3.99,2,29.41
Computer Networking Illuminated (Jones and Bartlett Illuminated Series),0763785911,9780763785918,45.61,3.99,2,51.6
Scaling Networks Companion Guide,1587133288,9781587133282,16.78,3.99,2,22.77
Ready-to-Use Social Skills Lessons & Activities for Grades 7-12,0876284756,0723812468300,2.79,3.99,2,8.78
"CCNA Guide to Cisco Networking Fundamentals, 4th Edition",1418837059,9781418837051,20.43,3.99,2,26.42
Advanced Bread and Pastry,141801169X,9781418011697,84.0,7.5,2,93.5
OSPF: Anatomy of an Internet Routing Protocol,0201634724,9780201634723,4.16,3.99,2,10.15
"Away from Home: American Indian Boarding School Experiences, 1879-2000",0934351627,9780934351621,14.98,3.99,2,20.97
Understanding Child Development (What’s New in Early Childhood),0495809306,9780495809302,80.0,3.99,2,85.99
"Probability and Statistics with Reliability, Queueing, and Computer Science Applications, 2nd Edition",0471333417,9780471333418,12.83,5.92,2,20.75
Pashto: An Elementary Textbook (Pashto Edition),1589017730,9781589017733,37.22,3.99,2,43.21
Developing Writing Skills in Spanish,0415590833,9780415590839,14.99,3.99,2,20.98
Social Psychology,1133957757,9781133957751,9.99,3.99,2,15.98
Managing Intercollegiate Athletics,1621590534,9781621590538,33.07,6.05,2,41.12
Introduction to the Hospitality Industry,0470399163,9780470399163,47.16,0,2,49.16
Principles of Behavior: Seventh Edition,0205959490,1211111942298,97.63,3.99,2,103.62
Purchasing: Selection and Procurement for the Hospitality Industry,0470290463,9780470290460,10.6,4.49,2,17.09
Foods: Experimental Perspectives (8th Edition),0134204581,9780134204581,81.72,3.99,2,87.71
P.O.W.E.R. Learning: Foundations of Student Success,0077842146,9780077842147,7.49,3.99,2,13.48
101 Tips for Online Course Success: An Online Course Companion and Daily Planner,0078020921,9780078020926,24.84,3.99,2,30.83
Direct and Alternating Current Machinery (2nd Edition),0675201608,9780675201605,7.15,3.99,2,13.14
Implementing Cisco IP Switched Networks (SWITCH) Foundation Learning Guide: (CCNP SWITCH 300-115) (Foundation Learning Guides),1587206641,9781587206641,31.27,3.99,2,37.26
Developing Bioinformatics Computer Skills: An Introduction to Software Tools for Biological Applications,1565926641,9781565926646,1.99,3.99,2,7.98
"Teaching Social Skills to Youth, Second Edition",1889322695,9781889322698,6.96,3.99,2,12.95
Compound Semiconductor Device Physics,012691740X,9780126917406,46.07,6.47,2,54.54
Motor Control Technology for Industrial Maintenance,0130322911,9780130322913,42.77,3.99,2,48.76
Hospitality Strategic Management: Concepts and Cases,047008359X,9780470083598,10.99,3.99,2,16.98
Chemometrics: Statistics and Computer Application in Analytical Chemistry,3527340971,9783527340972,87.34,3.99,2,93.33
Semiconductor Optoelectronic Devices: Introduction to Physics and Simulation,0125571909,9780125571906,182.24,3.99,2,188.23
"Dynamic Binary Modification: Tools, Techniques, and Applications (Synthesis Lectures on Computer Architecture)",1608454584,9781608454587,33.11,5.34,2,40.45
Electromagnetic Fields in Biological Systems (Biological Effects of Electromagnetics),143985999X,9781439859995,226.32,0,2,228.32
Foodservice Management: Principles and Practices (13th Edition),0133762750,9780133762754,71.4,3.99,2,77.39
Kids in the Middle: The Micro Politics of Special Education,1607098474,9781607098478,46.06,0,2,48.06
International Cooking: A Culinary Journey (2nd Edition),0132126117,9780132126113,40.68,3.99,2,46.67
Network Security: Private Communication in a Public World (2nd Edition),0130460192,9780130460196,22.0,4.99,2,28.99
Data Communications and Computer Networks: A Business User’s Approach,1133626467,9781133626466,7.5,3.99,2,13.49
Physics of Radio-Frequency Plasmas,0521763002,9780521763004,99.2,3.99,2,105.19
Your College Experience: Strategies for Success,0312602545,9780312602543,3.9,3.99,2,9.89
"Integration Interrupted: Tracking, Black Students, and Acting White after Brown",0199736456,9780199736454,19.16,3.99,2,25.15
Quantum Processes in Semiconductors,0199677220,9780199677221,21.5,3.99,2,27.49
Persistent Inequality: Contemporary Realities in the Education of Undocumented Latina/o Students (The Critical Educator),041595794X,9780521774086,6.99,4.77,2,13.76
Digital Business Networks,0132846918,9780132846912,29.16,4.99,2,36.15
Your Complete Guide to College Success,1433812967,9781433812965,4.99,3.99,2,10.98
Worksheets Don′t Grow Dendrites: 20 Instructional Strategies That Engage the Brain,1506302734,9781506302737,17.2,3.99,2,23.19
"Discovering French, Nouveau!: Workbook with Lesson Review Bookmarks Level 2",0618661743,9780618661749,12.97,0,2,14.97
Physics of Ferromagnetism (International Series of Monographs on Physics),0199564817,9780199564811,70.99,3.99,2,76.98
An Introduction to Computer Simulation Methods: Applications to Physical Systems (3rd Edition),0805377581,9780805377583,30.0,3.99,2,35.99
Seven Steps to Separating Difference From Disability,1412971608,9781412971607,3.41,3.99,2,9.4
"Black American Students in An Affluent Suburb: A Study of Academic Disengagement (Sociocultural, Political, and Historical Studies in Education)",080584516X,9780805845167,0.4,4.89,2,7.29
Electrotechnical Systems: Simulation with Simulink® and SimPowerSystems™,1466514027,9781466514027,65.0,3.99,2,70.99
Peak Performance: Success in College and Beyond,0073522481,9780073522487,7.97,3.99,2,13.96
Electric Circuits,0195425243,9780195425246,21.44,3.99,2,27.43
Classical Electrodynamics (Classical Theoretical Physics),038794799X,9780387947990,19.13,3.99,2,25.12
"Guide to Electrical Power Distribution Systems, Sixth Edition",084933666X,9780849336669,92.62,4.49,2,99.11
Solid-State Electronic Devices: An Introduction (Undergraduate Lecture Notes in Physics),1461488354,9788132216827,25.67,3.99,2,31.66
Classical Electromagnetic Theory,0471572691,9780471572695,32.19,0,2,34.19
MPLS Fundamentals,1587051974,9781587051975,41.28,3.99,2,47.27
Laser Spectroscopy 1: Basic Principles,3642538584,9783642538582,47.0,5.5,2,54.5
Introduction to Infant Development,0199283052,9780199283057,15.14,5.99,2,23.13
Critical Thinking for College Students,0847696022,9780847696024,41.85,3.99,2,47.84
Child Development: Principles and Perspectives (2nd Edition),0205494064,9780205494064,31.82,3.99,2,37.81
Theories of Developmental Psychology,1429216344,9781429216340,15.2,5.29,2,22.49
Choosing Success,0078020948,9780078020940,7.35,3.99,2,13.34
Becoming a Master Student (Spanish),0395675898,9780395675892,N/A,N/A,N/A,N/A
Attachment Across the Lifecourse: A Brief Introduction,023029359X,9780230293595,19.66,3.99,2,25.65
Human Aging,0205544010,9780205544011,4.96,5.99,2,12.95
"Annual Editions: The Family, 41/e",1259181758,9781259181757,19.29,3.99,2,25.28
English Workbook Plus: Grade Four,0618090630,9780618090631,7.13,3.99,2,13.12
Applied Sport Management Skills (With Web Resource),073607435X,9780736074353,1.99,3.99,2,7.98
Athletic Training Student Primer: A Foundation for Success,1617110922,0001617110922,57.56,5.99,2,65.55
Generalist Case Management Workbook (SAB 125 Substance Abuse Case Management),1285173236,9781285173238,25.95,0,2,27.95
"The Brazilian Sound: Samba, Bossa Nova, and the Popular Music of Brazil",1592139299,9781592139293,8.43,3.99,2,14.42
"Transformer Design Principles: With Applications to Core-Form Power Transformers, Second Edition",1439805822,0001439805822,112.0,3.99,2,117.99
Microelectronic Circuits: Analysis and Design (Activate Learning with these NEW titles from Engineering!),1305635167,9781305635166,199.36,3.99,2,205.35
The Adult Learner: The Definitive Classic in Adult Education and Human Resource Development,1856178110,9781856178112,12.79,3.99,2,18.78
Workbook for Handley/Coon/Marshall's Project Lead the Way/Principles of Engineering,1435428374,9781435428379,33.99,3.99,2,39.98
Houghton Mifflin English: Workbook Plus Grade 3,0618090622,9780618090624,6.07,3.99,2,12.06
Qualitative Methods for Family Studies and Human Development,1412914035,9781412914031,92.33,3.99,2,98.32
"CONCEPTUAL PHYSICS 2009 ""CONCEPT DEVELOPMENT PRACTICE WORKBOOK",0133647307,9780133647303,8.51,3.99,2,14.5
Electrical Level 3 Trainee Guide (9th Edition),0134738233,9780134738239,117.93,3.99,2,123.92
The Oxford Handbook of Sports Economics: Volume 1: The Economics of Sports (Oxford Handbooks),0195387775,9780195387773,77.12,3.99,2,83.11
TOCCI: DIG SYS PRIN APPS _c11 (11th Edition),0135103827,9780135103821,35.89,3.99,2,41.88
Let the Journey Begin: A Parent's Monthly Guide to the College Experience,0618077138,9780618077137,5.6,3.99,2,11.59
Programming 32-bit Microcontrollers in C: Exploring the PIC32 (Embedded Technology),0750687096,9780750687096,24.04,3.99,2,30.03
Orientation to College Learning (A volume in the Wadsworth College Success Series),0534245285,9780534245283,4.5,3.99,2,10.49
100% Job Search Success,1418016314,9781418016319,1.99,3.95,2,7.94
Fundamentals of Microelectronics,0471478466,9780471478461,15.2,5.77,2,22.97
MSP430 Microcontroller Basics,0750682760,9780750682763,18.05,3.99,2,24.04
Writers at Work: The Paragraph,0521545226,9780521545228,4.58,4.99,2,11.57
Heat Transfer: Thermal Management of Electronics,1439814678,9781439814673,60.0,3.99,2,65.99
Developmental Disabilities: Introduction to a Diverse Field,0205322069,9780205322060,12.18,3.99,2,18.17
"Basics Textile Design 01: Sourcing Ideas: Researching Colour, Surface, Structure, Texture and Pattern",2940411638,9782940411634,11.3,3.99,2,17.29
SS05 WORKBOOK GRADE 6 (Scott Foresmen Social Studies 2005),0328081817,9780328081813,23.27,0,2,25.27
Case Studies in Psychotherapy,1285175239,9781285175232,70.46,3.99,2,76.45
Critical Thinking: An Introduction to Analytical Reading and Reasoning,019979622X,9780199796229,30.62,3.99,2,36.61
Electrodeposition: The Materials Science of Coatings and Substrates (Materials Science and Process Technology Series),0815513208,9780815513209,89.72,3.99,2,95.71
Managing Organizations for Sport and Physical Activity: A Systems Perspective,1621590143,9781621590149,31.69,5.47,2,39.16
Managing Intercollegiate Athletics,1934432024,9781934432020,1.97,3.99,2,7.96
Advanced Theory and Practice in Sport Marketing,0415518482,9780415518482,31.8,3.99,2,37.79
Wildland Recreation Policy: An Introduction,1575242435,9781575242439,22.16,5.09,2,29.25
Advanced Russian Through History,0300109474,9780300109474,34.76,3.99,2,40.75
Why People Cooperate: The Role of Social Motivations,0691158002,9780691158006,2.89,3.99,2,8.88
Psychology of Learning and Behavior (Fifth Edition),0393975916,9780393975918,29.77,3.99,2,35.76
Electricity for HVACR,0135125340,9780135125342,157.98,3.99,2,163.97
Legal Concepts in Sport,1571677364,9781571677365,39.26,4.14,2,45.4
AVR Microcontroller and Embedded Systems: Using Assembly and C (Pearson Custom Electronics Technology),0138003319,9780138003319,145.78,3.98,2,151.76
Range Management: Principles and Practices (5th Edition),0130474754,9780130474759,34.95,4.49,2,41.44
Industrial Electronics,0132064189,9780132064187,130.0,3.99,2,135.99
Evolution Of Cooperation,0465021220,9780465021222,6.45,3.99,2,12.44
Linux System Administrator Interview Questions You'll Most Likely Be Asked,1463743602,9781463743604,14.02,3.99,2,20.01
Electronic Variable Speed Drives,1133134041,9781133134046,111.94,3.99,2,117.93
Managing Outdoor Recreation [OP]: Case Studies in the National Parks,1780641877,9781780641874,4.0,3.99,2,9.99
Child and Adolescent Development: A Behavioral Systems Approach,0761926984,9780761926986,105.0,3.99,2,110.99
"Sponsorship in Marketing: Effective Communication through Sports, Arts and Events",0415739802,9780415739801,19.68,3.99,2,25.67
Electronics for Electricians,1305505999,9781305505995,79.95,5.99,2,87.94
Practice Development in Sport and Performance Psychology,1935412922,9781935412922,48.54,3.99,2,54.53
Careers in Environmental Conservation (Kogan Page Careers in),0749415673,9780749415679,1.6,6.47,2,10.07
Human Factors in the Built Environment,1609015037,9781609015039,64.9,3.99,2,70.89
The Personal Vision Workbook,1401899390,9781401899394,20.83,3.99,2,26.82
"Spiral Dynamics: Mastering Values, Leadership and Change (Developmental Management)",1557869405,9781557869401,16.36,4.49,2,22.85
Straight-Line Leadership: Tools for Living with Velocity and Power in Turbulent Times,1934759538,9781934759530,35.94,3.99,2,41.93
Human Resource Management for Golf Course Superintendents,1575040387,9781575040387,9.6,3.99,2,15.59
Quantum Theory of the Optical and Electronic Properties of Semiconductors,9810218648,9789810218645,39.94,3.99,2,45.93
PIC Microcontrollers: An Introduction to Microelectronics,0080969119,9780080969114,12.34,3.99,2,18.33
Problem Solving Tools and Techniques for the Park and Recreation Administrator,1571675043,9781571675040,7.2,3.99,2,13.19
Strategies for Theory Construction in Nursing (5th Edition),0132156881,9780132156882,139.98,3.99,2,145.97
BUNDLE: Hutchison: Dimensions of Human Behavior: Person and Environment + The Changing Life Course,1412988810,9781412988810,61.76,4.5,2,68.26
Christianity and Developmental Psychopathology: Foundations and Approaches,0830828559,9780830828555,49.96,3.99,2,55.95
Electronic Techniques: Shop Practices and Construction (7th Edition),0130195669,9780130195661,2.85,3.99,2,8.84
"Observing Children in Their Natural Worlds: A Methodological Primer, Third Edition",1848729588,9781848729582,37.67,4.49,2,44.16
"Working World: Careers in International Education, Exchange, and Development",1626160538,9781626160538,7.81,4.89,2,14.7
The Lords of the Realm: The Real History of Baseball,0345465245,9780345465245,9.95,4.99,2,16.94
Radio Frequency Transistors: Principles and Practical Applications (EDN Series for Design Engineers),0750672811,9780750672818,43.0,3.99,2,48.99
"Recreational Sport: Program Design, Delivery, and Management",145042239X,9781450422390,26.95,3.99,2,32.94
"The Resilient Practitioner: Burnout Prevention and Self-Care Strategies for Counselors, Therapists, Teachers, and Health Professionals",020530611X,9780205306114,24.99,3.99,2,30.98
Ethical and Professional Issues in Counseling (2nd Edition),0130268526,9780130268525,1.04,3.99,2,7.03
Financing and Acquiring Park and Recreation Resources,1577666356,8580000398151,39.86,3.99,2,45.85
Foundations of Electroheat : A Unified Approach,0471956449,9780471956440,118.75,3.99,2,124.74
"Digital Systems: Principles and Applications, Ninth Edition",0131111205,9780131111202,12.99,3.99,2,18.98
Guiding Children's Social and Emotional Development: A Reflective Approach (Practical Resources in ECE),0137070888,9780137070886,25.0,3.95,2,30.95
Computer-Aided Analysis of Electric Machines: A Mathematica Approach,0130688592,9780130688590,34.35,6.47,2,42.82
Torkildsen's Sport and Leisure Management,0415497930,9780415497930,3.0,3.99,2,8.99
Understanding Automotive Electronics: An Engineering Perspective,0080970974,9780080970974,67.99,3.99,2,73.98
"Grief After Suicide: Understanding the Consequences and Caring for the Survivors (Series in Death, Dying, and Bereavement)",0415993555,9780415993555,44.95,5.99,2,52.94
"Glencoe Biology, Student Edition (BIOLOGY DYNAMICS OF LIFE)",0078802849,9780078802843,10.1,3.99,2,16.09
Electricity 4: Motors Controls Alternators (Vol 4),0827345348,9780827345348,5.0,3.99,2,10.99
Electrical Transformers and Rotating Machines,0766805794,9780766805798,16.88,3.95,2,22.83
Electrical Contacts: Principles and Applications (Electrical & Computer Engineering),0824719344,9780824719340,80.0,3.99,2,85.99
Counseling Children and Adolescents in Schools: Practice and Application Guide,1412990882,9781412990882,28.74,0,2,30.74
Theories of Counseling and Psychotherapy: A Case Approach with MyLab Counseling with Pearson eText -- Access Card Package (4th Edition) (Merrill Counseling),0134441389,9780134441382,141.0,3.99,2,146.99
Technical Sourcebook for Designers: Studio Access Card,1609018567,9781609018566,57.92,3.99,2,63.91
"Taming Democracy: ""The People,"" the Founders, and the Troubled Ending of the American Revolution",0195378563,9780195378566,11.37,3.99,2,17.36
Prentice Hall Science Explorer: Human Biology and Health,013190258X,9780131902589,N/A,N/A,N/A,N/A
Counseling in Schools: Comprehensive Programs of Responsive Services for All Students (6th Edition) (Merrill Counseling),0132851717,9780132851718,119.96,3.99,2,125.95
Nonlinear Control Systems (Communications and Control Engineering),1447139097,9781447139096,194.41,3.99,2,200.4
Foundations of Kinesiology: Studying Human Movement and Health,0920905072,9780920905074,80.89,3.99,2,86.88
The Anterior Cruciate Ligament: Reconstruction and Basic Science,0323389627,9780323389624,143.11,0,2,145.11
Musculoskeletal Trauma:Implications for Sports Injury Management,0736038795,9780736038799,65.0,3.99,2,70.99
"Fire Alarm Signaling Systems, 2010 Edition",1616650184,9781616650186,95.99,3.99,2,101.98
Ugaritic Textbook: Grammar - Texts In Transliteration - Cuneiform Selections - Glossary - Indices (Analecta Orientalia),8876532382,9788876532382,44.75,3.99,2,50.74
Rehabilitation Techniques in Sports Medicine,0073376612,9780073376615,18.33,3.99,2,24.32
Handbook of Physical Vapor Deposition (PVD) Processing (Materials Science and Process Technology),0815514220,9780815514220,148.0,3.99,2,153.99
Biomedical Acupuncture for Sports and Trauma Rehabilitation: Dry Needling Techniques,1437709273,9781437709278,71.98,3.99,2,77.97
"DEWALT Electrical Licensing Exam Guide, Based on the NEC 2011 (DEWALT Series)",1111545502,9781111545505,48.18,0,2,50.18
American Popular Music: The Rock Years,0195300521,9780195300529,15.06,0,2,17.06
How Everything Works: Making Physics Out of the Ordinary,0470170662,9780470170663,11.97,3.99,2,17.96
Harlem in Montmartre: A Paris Jazz Story Between the Great Wars,0520225376,9780520225374,14.85,3.99,2,20.84
"Sports Injuries: Prevention, Treatment and Rehabilitation, Fourth Edition",1841847054,9781841847054,86.23,3.99,2,92.22
Aircraft Inspection and Repair,1602399506,9781602399501,4.49,3.99,2,10.48
Coaching Psychology Manual (Point (Lippincott Williams & Wilkins)),0781772621,9780781772624,13.3,4.97,2,20.27
The Athletic Trainer's Guide to Psychosocial Intervention and Referral,1556427336,9781556427336,35.83,5.34,2,43.17
