title,isbn10,isbn13,purchase_cost,shipping_cost,processing_cost,net_buying_cost
Career Directions: New Paths to Your Ideal Career,0073522503,9780073522500,29.02,3.99,2,35.01
ACSM's Research Methods,145119174X,9781451191745,35.0,3.99,2,40.99
Fashion Theory: A Reader (Routledge Student Readers),0415413400,9780415413404,N/A,N/A,N/A,N/A
Refrigeration and Air Conditioning Technology,1401837654,9781401837655,7.5,3.99,2,13.49
En Espanol: Level 2 Mas Practica Cuaderno with Lesson Review Bookmarks (Spanish Edition),0618661441,9780618661442,13.5,3.99,2,19.49
Drafting & Design: Basics for Interior Design,1563678373,9781563678370,N/A,N/A,N/A,N/A
Workbook for Hansen's Business Math,0538448849,9780538448840,3.98,3.99,2,9.97
DEWALT  HVAC Technician Certification Exam Guide (Enhance Your HVAC Skills!),0977000338,9780977000333,27.44,3.99,2,33.43
Rentz's Student Affairs Practice in Higher Education,0398091196,9780398091194,121.87,3.99,2,127.86
Minnesota St. Louis County Fishing Map Guide (Fishing Maps from Sportsman's Connection),188501032X,9781885010322,8.22,3.99,2,14.21
"Electricity for Refrigeration, Heating, and Air Conditioning (MindTap Course List)",1337399124,9781337399128,N/A,N/A,N/A,N/A
Twelve Who Ruled: The Year of Terror in the French Revolution (Princeton Classic Editions),0691121877,9780691121871,12.49,3.99,2,18.48
PHR/SPHR Professional in Human Resources Certification Practice Exams (All-in-One),0071840915,9780071840910,3.49,3.99,2,9.48
The Handbook of Student Affairs Administration,111870732X,9781118707326,61.98,3.99,2,67.97
Understanding Human Development (3rd Edition),0205233651,9780205233656,26.98,3.99,2,32.97
Food and Beverage Cost Control,1118988493,9781118988497,54.06,3.99,2,60.05
Introduction to Family Processes: Fifth Edition,1841697613,9781841697611,29.0,3.99,2,34.99
"Motivation: Biological, Psychological, and Environmental",1138036331,9781138036338,N/A,N/A,N/A,N/A
TechOne: Automotive Heating and Air Conditioning,1401839894,9781401839895,57.98,3.99,2,63.97
"Ethics in Action (Workbook With DVD and CourseMate, 1 term (6 months) Printed Access Card)",1285850335,9781285850337,66.31,3.99,2,72.3
Autobiographical Sketches,1551114488,9781551114484,N/A,N/A,N/A,N/A
Essentials of Athletic Injury Management,0078022614,9780078022616,24.5,3.99,2,30.49
Certified Medical Assistant Exam Flashcard Study System: CMA Test Practice Questions & Review for the Certified Medical Assistant Exam (Cards),1609713095,9781609713096,N/A,N/A,N/A,N/A
The Guidebook for Linemen and Cablemen,1111035016,9781111035013,N/A,N/A,N/A,N/A
"Career Development, Employment, and Disability in Rehabilitation: From Theory to Practice",0826195636,9780826195630,55.26,3.99,2,61.25
Examination of Orthopedic and Athletic Injuries,0803617208,9780803617209,5.0,3.99,2,10.99
Child and Adolescent Psychiatry: The Essentials,1605474436,9781605474434,12.6,3.99,2,18.59
Essentials of Lewis's Child and Adolescent Psychiatry (Essentials Of. (Lippincott Williams & Wilkins)),0781775027,9780781775021,12.9,3.99,2,18.89
Computer Networking: A Top-Down Approach (6th Edition),0132856204,9780132856201,N/A,N/A,N/A,N/A
Hands-On Networking Fundamentals,1111306745,9781111306748,N/A,N/A,N/A,N/A
P.O.W.E.R. Learning and Your Life: Essentials of Student Success,0077842170,9780077842178,24.94,3.99,2,30.93
Human Development,0073532185,9780073532189,37.98,3.99,2,43.97
NSCA'S Essentials of Personal Training - 2nd Edition,0736084150,8601400009345,46.5,3.99,2,52.49
Hospice and Palliative Care: The Essential Guide,0415993563,9780415993562,N/A,N/A,N/A,N/A
"Testing and Balancing HVAC Air and Water Systems, Fifth Edition",1482255677,9781482255676,55.98,3.99,2,61.97
Dyeing and Screen-Printing on Textiles: Revised and updated,1408124750,9781408124758,19.54,3.99,2,25.53
Writers at Work: The Paragraph,0521545226,9780521545228,8.59,3.99,2,14.58
Map Use & Analysis,0073037486,9780073037486,5.24,3.99,2,11.23
The Puritan Dilemma: The Story of John Winthrop (Library of American Biography),0321478061,9780321478061,N/A,N/A,N/A,N/A
A Guide to Fashion Sewing: Studio Access Card,1628921846,9781628921847,55.42,3.99,2,61.41
The Palgrave Concise Historical Atlas of Eastern Europe: Revised and Updated,0312239858,9780312239855,15.83,3.99,2,21.82
Pennsylvania History: Essays and Documents,0205701663,9780205701667,N/A,N/A,N/A,N/A
"Maps, Globes, Graphs: Student Edition, level A",0739891014,9780739891018,13.97,3.99,2,19.96
Guest Service in the Hospitality Industry,1118071808,9781118071809,N/A,N/A,N/A,N/A
English in Action 3,142404992X,9781424049929,14.47,3.99,2,20.46
"Lab Manual for Smith’s Electricity for Refrigeration, Heating and Air Conditioning",1111038759,9781111038755,23.01,3.99,2,29.0
Refrigeration and Air Conditioning Technology (Available Titles CourseMate),1428319360,9781428319363,16.01,3.99,2,22.0
"Orthopedic Taping, Wrapping, Bracing, and Padding",0803658486,9780803658486,60.89,3.99,2,66.88
Development Across the Life Span (7th Edition),0205940072,9780205940073,N/A,N/A,N/A,N/A
Space Planning for Commercial Office Interiors,1563679051,9781563679056,N/A,N/A,N/A,N/A
Down Syndrome (Genes and Disease),0791096440,9780791096444,42.53,3.99,2,48.52
Human Growth and Development Across the Lifespan: Applications for Counselors,1118984722,9781118984727,54.29,3.99,2,60.28
What Would You Do?: An Ethical Case Workbook for Human Service Professionals (Ethics & Legal Issues),0534349382,9780534349387,16.38,3.99,2,22.37
HVACR 101 (Enhance Your HVAC Skills!),141806663X,9781418066635,58.02,3.99,2,64.01
The Unfolding Life: Counseling Across the Lifespan,0313360510,9780313360510,20.99,3.99,2,26.98
Island Tourism: Management Principles and Practice,0471955566,9780471955566,N/A,N/A,N/A,N/A
Your College Experience: Strategies for Success,1319068308,9781319068301,81.0,3.99,2,86.99
Foundations of Electric Circuits,0139077421,9780139077425,N/A,N/A,N/A,N/A
Materials for Interior Environments,111830635X,9781118306352,54.99,3.99,2,60.98
"COM Programming by Example: Using MFC, ActiveX, ATL, ADO, and COM+",1929629036,9781929629039,14.08,3.99,2,20.07
Evidence-Guided Practice: A Framework for Clinical Decision Making in Athletic Training,1617116033,9781617116032,51.45,3.99,2,57.44
Anatomy and Physiology Coloring Workbook: A Complete Study Guide (12th Edition),0134459369,9780134459363,78.97,3.99,2,84.96
Know Your Fashion Accessories,1563672456,9781563672453,8.31,3.99,2,14.3
Fundamentals of Sports Injury Management,1451109768,0884831425559,40.45,3.99,2,46.44
Cases in Hospitality Strategy and Policy,0471240125,9780471240129,N/A,N/A,N/A,N/A
Therapeutic Modalities,0803625936,9780803625938,50.25,3.99,2,56.24
Theories of Developmental Psychology,1429216344,9781429216340,24.69,3.99,2,30.68
Stalin (Profiles in Power),0582784794,9780582784796,10.99,3.99,2,16.98
Textiles for Residential and Commercial Interiors,1609019377,9781609019372,50.95,3.99,2,56.94
CMA Part 2 - Financial Decision Making Exam Flashcard Study System: CMA Test Practice Questions & Review for the Certified Management Accountant Exam (Cards),1609714199,9781609714192,N/A,N/A,N/A,N/A
Netter's Sports Medicine (Netter Clinical Science),0323395910,9780323395915,79.75,3.99,2,85.74
AP® U.S. History Premium Edition Flashcard Book w/ CD (Advanced Placement (AP) Test Preparation),0738605034,9780738605036,N/A,N/A,N/A,N/A
Behavioral Genetics,1464176051,9781464176050,92.95,3.99,2,98.94
Introduction to Human Development and Family Studies,1138815322,9781138815322,83.09,3.99,2,89.08
Critical Thinking: Consider the Verdict (6th Edition),0205158668,9780205158669,36.58,3.99,2,42.57
"Psychology: Concepts & Connections, Brief Version",1133049540,8601416820699,4.01,3.99,2,10.0
Developmental Research Methods,1506332013,9781506332017,74.95,3.99,2,80.94
Activity-Based Approaches to Travel Analysis,0080425844,9780080425849,50.0,3.99,2,55.99
Fluid Power with Applications (6th Edition),0130608998,9780130608994,81.35,3.99,2,87.34
The Fairchild Books Dictionary of Fashion,1609014898,9781609014896,40.82,3.99,2,46.81
"The Visible Self: Global Perspectives on Dress, Culture, and Society",1563676427,9781563676420,2.6,3.99,2,8.59
Leisure Travel: A Marketing Handbook,0130493171,9780130493170,1.49,3.99,2,7.48
Organic Chemistry: A Guided Inquiry,0618974121,9780618974122,11.79,3.99,2,17.78
The New Politics of the Old South: An Introduction to Southern Politics,1538100150,9781538100158,33.6,3.99,2,39.59
An Introduction to Probability and Inductive Logic,0521775019,0783324844269,14.0,3.99,2,19.99
Skin Care: Beyond The Basics,1435487451,9781435487451,52.07,3.99,2,58.06
"Sports Fundraising: Dynamic Methods for Schools, Universities and Youth Sport Organizations",0415507197,9780415507196,34.22,3.99,2,40.21
Managing Sport Facilities - 2nd Edition,0736082905,9780736082907,N/A,N/A,N/A,N/A
"Schaum’s Outline of Fluid Mechanics and Hydraulics, 4th Edition (Schaum's Outlines)",0071831452,9780071831451,3.98,3.99,2,9.97
Minimus Pupil's Book: Starting out in Latin,0521659604,9780521659604,12.0,3.99,2,17.99
JJ Pizzuto's Fabric Science 10th Edition,1609013808,9781609013806,15.01,3.99,2,21.0
The Harlem Renaissance: A Brief History With Documents,0312410751,9780312410759,5.98,3.99,2,11.97
Logic for Philosophy,0199575584,9780199575589,25.09,3.99,2,31.08
"Heating, Ventilation, and Air Conditioning: A Residential and Light Commercial Text & Lab Book (Heating, Ventilating & Air Conditioning)",1401884725,9781401884727,44.0,3.99,2,49.99
Swatch Reference Guide for Fashion Fabrics,1628926562,9781628926569,103.42,3.99,2,109.41
California: A History,1118701046,9781118701041,31.58,3.99,2,37.57
Biology Teacher Pack: Edexcel International GCSE (Collins International GCSE),0007450036,9780007450039,N/A,N/A,N/A,N/A
Unsettled: Cambodian Refugees in the New York City Hyperghetto (Asian American History & Cultu),1439911657,9781439911655,18.0,3.99,2,23.99
Scaling Networks Lab Manual (Lab Companion),1587133253,9781587133251,5.41,3.99,2,11.4
Refrigeration and Air Conditioning (McGraw-Hill Series in Mechanical Engineering),0070616191,9780070616196,13.47,3.99,2,19.46
Heat Pump Technology (3rd Edition),0130339652,9780130339652,26.93,3.99,2,32.92
"Psychosocial Aspects of Healthcare (3rd Edition) (Drench, Psychosocial Aspects of Healthcare)",0131392182,9780131392182,N/A,N/A,N/A,N/A
Assessment Methods for Student Affairs,0787987913,9780787987916,4.0,3.99,2,9.99
Grassroots with Readings: The Writer's Workbook (Available Titles Aplia),0495901237,9780495901235,7.24,3.99,2,13.23
Spacesuits: The Smithsonian National Air and Space Museum Collection,1576874982,9781576874981,11.38,3.99,2,17.37
Go! All in One: Computer Concepts and Applications (2nd Edition) (GO! for Office 2013),0133427293,9780133427295,3.95,3.99,2,9.94
An Inspector Calls (Heinemann Plays For 14-16+),0435232827,8601300267968,4.87,3.99,2,10.86
Pipefitters Handbook: Second Expanded Edition,1614273294,9781614273295,8.52,3.99,2,14.51
Fashion Thinking: Creative Approaches to the Design Process (Required Reading Range),2940411719,9782940411719,25.0,3.99,2,30.99
"CMA Part 1 - Financial Reporting, Planning, Performance, and Control Exam Flashcard Study System: CMA Test Practice Questions & Review for the Certified Management Accountant Exam (Cards)",1609714172,9781609714178,43.99,3.99,2,49.98
Hospitality and Travel Marketing (Travel and Tourism),1418016551,9781418016555,13.95,3.99,2,19.94
The U.S.-Mexican Border Today: Conflict and Cooperation in Historical Perspective (Latin American Silhouettes),1442231114,9781442231115,21.0,3.99,2,26.99
The Wolves at the Door: The True Story of America's Greatest Female Spy,159228762X,9781592287628,N/A,N/A,N/A,N/A
The Trade Technician’s Soft Skills Manual,1111313814,9781111313814,N/A,N/A,N/A,N/A
"Relational Suicide Assessment: Risks, Resources, and Possibilities for Safety",0393706524,9780393706529,20.75,3.99,2,26.74
American History: A Survey,0073257184,9780073257181,8.0,3.99,2,13.99
The Early American Republic: A Documentary Reader,1405160985,9781405160988,12.27,3.99,2,18.26
Texas: Crossroads of North America,1133947387,8601421948388,33.0,3.99,2,38.99
Fashion Retailing: From Managing to Merchandising (Basics Fashion Management),2940496234,9782940496235,27.98,3.99,2,33.97
The Gendered Society Reader,0199927499,9780199927494,14.53,3.99,2,20.52
Sample Workbook to Accompany Professional Sewing Techniques for Designers,160901880X,9781609018801,64.49,3.99,2,70.48
"Heating, Cooling, Lighting: Sustainable Design Methods for Architects",0470048093,9780470048092,23.49,3.99,2,29.48
Democracy in California: Politics and Government in the Golden State,1442247533,9781442247536,19.77,3.99,2,25.76
Shakespeare's King Lear (Cliffs Notes),0822000415,9780822000419,0.01,3.99,2,6.0
Costume History and Style,0131812149,9780131812147,6.33,3.99,2,12.32
ASCP Phlebotomy Exam Flashcard Study System: Phlebotomy Test Practice Questions & Review for the ASCP's Phlebotomy Technician Examination (Cards),1630942855,9781630942854,43.99,3.99,2,49.98
Fundamental Spanish,1553957806,9781553957805,10.71,3.99,2,16.7
"The Hotel and Restaurant Business, 6th Edition",0471285080,9780471285083,5.49,3.99,2,11.48
"MCSA Guide to Installation, Storage, and Compute with Microsoft Windows Server2016, Exam 70-740 (Networking)",1337400661,9781337400664,97.96,3.99,2,103.95
Jolly Phonics Picture Flashcards (in Print Letters),1844144399,9781844144396,16.48,3.99,2,22.47
Psychology: An Introduction,0078035163,9780078035166,10.15,3.99,2,16.14
Computer Networking: A Top-Down Approach (5th Edition),0136079679,9780136079675,N/A,N/A,N/A,N/A
Network Security: Private Communication in a Public World (2nd Edition),0130460192,9780130460196,N/A,N/A,N/A,N/A
The Caribbean: A Brief History,1780936028,9781780936024,24.98,3.99,2,30.97
American Odysseys: A History of Colonial North America,0199781826,9780199781829,56.95,3.99,2,62.94
Essentials of Services Marketing (2nd Edition),9810686188,9789810686185,6.0,3.99,2,11.99
Events Management: An Introduction,041557742X,9780415577427,7.5,3.99,2,13.49
"Experience Human Development, 12th Edition",0078035147,8589920000007,29.95,3.99,2,35.94
"The Economics of Recreation, Leisure and Tourism",0080890504,9780080890500,24.51,3.99,2,30.5
Think Rock,0205772994,9780205772995,44.67,3.99,2,50.66
Food Service Organizations: A Managerial and Systems Approach (8th Edition),0132620812,9780132620819,39.08,3.99,2,45.07
Phlebotomy Exam Flashcard Study System: Phlebotomy Test Practice Questions & Review for the Phlebotomy Exam (Cards),1610725034,9781610725033,43.99,3.99,2,49.98
The Logic of Scientific Discovery (Routledge Classics) (Volume 56),0415278449,9780415278447,N/A,N/A,N/A,N/A
Coming Over: Migration and Communication Between England and New England in the Seventeenth Century,0521338506,9780521338509,5.72,3.99,2,11.71
Lighting Design Basics,0470474270,9780470474273,18.38,3.99,2,24.37
Converging Worlds: Communities and Cultures in Colonial America (Volume 2),0415964997,9780415964999,24.49,3.99,2,30.48
Flashcard Study System for the Infection Control Exam: DANB Test Practice Questions & Review for the Infection Control Exam (Cards),1609716132,9781609716134,33.99,3.99,2,39.98
Flashcard Study System for the Radiation Health and Safety Exam: DANB Test Practice Questions & Review for the Radiation Health and Safety Exam (Cards),1609716175,9781609716172,29.0,3.99,2,34.99
Managing Quality Service In Hospitality: How Organizations Achieve Excellence In The Guest Experience (Hospitality Management),1439060320,9781439060322,33.51,3.99,2,39.5
MCAT Complete 7-Book Subject Review 2018-2019: Online + Book (Kaplan Test Prep),1506223958,9781506223957,125.0,3.99,2,130.99
Engineering Economic Analysis,0199778124,9780199778126,36.48,3.99,2,42.47
Biology: Exploring Life,0132509253,9780132509251,19.54,3.99,2,25.53
Colonial and Revolutionary America,0205809693,9780205809691,60.87,3.99,2,66.86
The Duff Cooper Diaries,0297848437,9780297848431,13.23,3.99,2,19.22
Travel & Travellers Middle Ages (History of Civilization),0710309090,9780710309099,132.32,3.99,2,138.31
Basics Interior Architecture 02: Context & Environment,294037371X,9782940373710,N/A,N/A,N/A,N/A
Workbook/Lab Manual (Manual de actividades) Volume 1 for Sol y viento,0077397746,9780077397746,N/A,N/A,N/A,N/A
"Counseling Suicidal People, A Therapy of Hope",0970507607,9780970507600,46.31,3.99,2,52.3
Flashcard Study System for the CDA Exam: DANB Test Practice Questions & Review for the Certified Dental Assistant Examination (Cards),1609716078,9781609716073,73.99,3.99,2,79.98
Kaplan GMAT 800: Advanced Prep for Advanced Students (Kaplan Test Prep),1618654063,0783324943764,7.98,3.99,2,13.97
"Electric Machines: Theory, Operating Applications, and Controls (2nd Edition)",0130612103,9780130612106,68.84,3.99,2,74.83
"Northern Lights: The Stories of Minnesota's Past, 2nd Edition",0873514408,9780873514408,19.49,3.99,2,25.48
"Suicide Assessment and Treatment, Second Edition: Empirical and Evidence-Based Practices",0826135145,9780826135148,55.5,3.99,2,61.49
Emergency Response Management for Athletic Trainers (Athletic Training Education),0781775507,9780781775502,N/A,N/A,N/A,N/A
Psychological Testing and Assessment,1259870502,9781259870507,97.09,3.99,2,103.08
"The Physics of Vibrations and Waves, 6th Edition",047001296X,9780470012963,N/A,N/A,N/A,N/A
"Rethinking Disney: Private Control, Public Dimensions",0819567906,9780819567901,124.49,3.99,2,130.48
The Eighteenth Century: Europe 1688-1815 (Short Oxford History of Europe),0198731205,9780198731207,N/A,N/A,N/A,N/A
Embedded C Programming: Techniques and Applications of C and PIC MCUS,0128013141,9780128013144,37.21,3.99,2,43.2
Manual Drafting for Interiors,0470879408,9780470879405,35.0,3.99,2,40.99
Principles of Behavior: Seventh Edition,0205959490,1211111942298,97.57,3.99,2,103.56
ServSafe ManagerBook with Answer Sheet (7th Edition),0134812336,9780134812335,79.21,3.99,2,85.2
Social Psychology (13th Edition),0205205585,9780205205585,16.21,3.99,2,22.2
The Structure of Argument,0312650698,9780312650698,5.49,3.99,2,11.48
"Schaum's Outline of Mathematical Handbook of Formulas and Tables, 4th Edition: 2,400 Formulas + Tables (Schaum's Outlines)",0071795375,9780071795371,33.99,3.99,2,39.98
Eleanor of Aquitaine: Lord and Lady (The New Middle Ages),0230602363,9780230602366,78.34,3.99,2,84.33
Exploring Social Psychology,1259880885,9781259880889,92.89,3.99,2,98.88
Edward II: The Unconventional King,1445641208,9781445641201,15.15,3.99,2,21.14
"Prescriptions for a Healthy House, 3rd Edition: A Practical Guide for Architects, Builders & Homeowners",0865716048,9780865716049,12.1,3.99,2,18.09
"Electrical Level 1 Trainee Guide 2008 NEC, Paperback",0136044603,9780136044604,8.97,3.99,2,14.96
Prentice Hall Biology,0131155563,9780131155565,N/A,N/A,N/A,N/A
Psychology: Perspectives and Connections - Looseleaf,1259676978,9781259676970,115.0,3.99,2,120.99
Prentice Hall Science Explorer: Human Biology and Health,013190258X,9780131902589,N/A,N/A,N/A,N/A
Fundamentals of Electric Circuits,0073380571,9780073380575,40.0,3.99,2,45.99
Refrigeration: A Residential and Light Commercial Text & Lab Book,1418005606,9781418005603,22.97,3.99,2,28.96
Leviathan: With selected variants from the Latin edition of 1668 (Hackett Classics),0872201775,8601200419832,8.94,3.99,2,14.93
"Park and Recreation Professional's Handbook With Online Resource, The",073608259X,9780736082594,N/A,N/A,N/A,N/A
Basic Electricity (Self-teaching guides),0471747874,9780471747871,37.05,3.99,2,43.04
London Was Ours: Diaries and Memoirs of the London Blitz (International Library of Twentieth Century History),1848858493,9781848858497,19.23,3.99,2,25.22
"The Economics of Recreation, Leisure and Tourism",1138782319,9781138782310,41.55,3.99,2,47.54
"Palliative Care for Infants, Children, and Adolescents: A Practical Handbook",1421401495,9781421401492,21.15,3.99,2,27.14
Troubleshooting and Servicing Air Conditioning Equipment,0912524561,9780912524566,15.25,3.99,2,21.24
The Psychology of Humor: An Integrative Approach,012372564X,9780123725646,54.36,3.99,2,60.35
Queering the Pitch: The New Gay and Lesbian Musicology,041597884X,9780415978842,23.92,3.99,2,29.91
Torkildsen's Sport and Leisure Management,0415497930,9780415497930,N/A,N/A,N/A,N/A
Applied Networking Labs (2nd Edition),0133545180,9780133545180,14.5,3.99,2,20.49
Social Psychology (Fourth Edition),0393906078,9780393906073,72.96,3.99,2,78.95
Proof and Disproof in Formal Logic: An Introduction for Programmers (Oxford Texts in Logic),0198530277,9780198530275,78.85,3.99,2,84.84
Jazz: the Basics,0415966949,9780415966948,N/A,N/A,N/A,N/A
Festival and Special Event Management,1742164617,9781742164618,44.97,3.99,2,50.96
Introduction to Electricity,0135040876,9780135040874,76.0,3.99,2,81.99
Introduction to Networking with Network+,0470487321,9780470487327,5.49,3.99,2,11.48
Computer Networks and Internets (6th Edition),0133587932,9780133587937,105.0,3.99,2,110.99
The Business of Child Care: Management and Financial Strategies,1401851800,9781401851804,25.64,3.99,2,31.63
Wireless Communications & Networking (The Morgan Kaufmann Series in Networking),0123735807,9780123735805,N/A,N/A,N/A,N/A
Photoshop for Interior Designers: A Nonverbal Communication,1609015444,9781609015442,44.98,3.99,2,50.97
1536: The Year that Changed Henry VIII,0745953654,9780745953656,24.99,3.99,2,30.98
HVACR 401: Heat Pumps,1428340025,9781428340022,61.98,3.99,2,67.97
Winston Churchill in the Twenty First Century,0521845904,9780521845908,5.49,3.99,2,11.48
"Learning to Stand and Speak: Women, Education, and Public Life in America's Republic (Published by the Omohundro Institute of Early American History ... and the University of North Carolina Press)",0807859214,9780807859216,N/A,N/A,N/A,N/A
Deculturalization and the Struggle for Equality: A Brief History of the Education of Dominated Cultures in the United States,0078024366,9780078024368,18.1,3.99,2,24.09
The Laramie Project,0375727191,9780375727191,27.88,3.99,2,33.87
Risk Management for Meetings and Events (Events Management),0750680571,9780750680578,21.77,3.99,2,27.76
"Making a New Deal: Industrial Workers in Chicago, 1919-1939 (Canto Classics)",1107431794,9781107431799,9.96,3.99,2,15.95
Dolley Madison: The Problem of National Unity (Lives of American Women),0813347599,9780813347592,N/A,N/A,N/A,N/A
"Advanced Professional Skin Care, Medical Edition",0963021133,9780963021137,60.49,3.99,2,66.48
"Developing Skills in Algebra One, Book B",0866512225,9780866512220,17.29,3.99,2,23.28
The History of Gay People in Alcoholics Anonymous: From the Beginning (Haworth Series in Family and Consumer Issues in Health),078903039X,9780789030399,97.03,3.99,2,103.02
The Diary of Elizabeth Drinker: The Life Cycle of an Eighteenth-Century Woman,0812220773,9780812220773,N/A,N/A,N/A,N/A
Cells & Cell Function (Life Science in Depth),0431109036,9780431109039,2.95,3.99,2,8.94
Basic Electricity and DC Circuits,0790610728,9780790610726,N/A,N/A,N/A,N/A
A Nation of Women: Gender and Colonial Encounters Among the Delaware Indians (Early American Studies),0812222059,9780812222050,5.49,3.99,2,11.48
Certified Management Accountant Exam Flashcard Study System: CMA Test Practice Questions & Review for the Certified Management Accountant Exam (Cards),160971413X,9781609714130,63.99,3.99,2,69.98
GO! All in One: Computer Concepts and Applications (3rd Edition) (GO! for Office 2016 Series),0134505743,9780134505749,79.39,3.99,2,85.38
Depression in Japan: Psychiatric Cures for a Society in Distress,069114205X,9780691142050,51.44,3.99,2,57.43
Foodservice Organizations: A Managerial and Systems Approach (5th Edition),0130486892,9780130486899,5.48,3.99,2,11.47
On Cooking: A Textbook of Culinary Fundamentals and 2012 MyCulinaryLab (5th Edition),0133077837,9780135101261,24.08,3.99,2,30.07
"Subjects unto the Same King: Indians, English, and the Contest for Authority in Colonial New England (Early American Studies)",0812219082,9780812219081,7.67,3.99,2,13.66
"Network Design: A Process for Designing and Managing Data Networks, Release 8.0",1586761617,9781586761615,19.96,3.99,2,25.95
The Lord of the Rings and The Hobbit (Cliffs Notes),0822012863,9780822012863,1.01,3.99,2,7.0
Electric Machinery Fundamentals (McGraw-Hill Series in Electrical and Computer Engineering),0072465239,9780072465235,N/A,N/A,N/A,N/A
Introduction to Electric Circuits: Lab Manual,0195438140,9780195438147,N/A,N/A,N/A,N/A
Abraham in Arms: War and Gender in Colonial New England (Early American Studies),0812219619,9780812219616,5.07,3.99,2,11.06
CNA Exam Flashcard Study System: CNA Test Practice Questions & Review for the Certified Nurse Assistant Exam (Cards),160971430X,9781609714307,33.99,3.99,2,39.98
"This is Service Design Thinking: Basics, Tools, Cases",1118156307,9781118156308,39.09,3.99,2,45.08
Attacking Faulty Reasoning,1133049982,9781133049982,68.37,3.99,2,74.36
The Basics of Bioethics,0205765629,9780205765621,N/A,N/A,N/A,N/A
"Woman-to-Woman Sexual Violence: Does She Call It Rape? (Northeastern Series on Gender, Crime, and Law)",1555535275,9781555535278,19.91,3.99,2,25.9
"Not for ESOL Teachers: What Every Classroom Teacher Needs to Know About the Linguistically, Culturally, and Ethnically Diverse Student (2nd Edition)",0137154550,9780137154555,14.93,3.99,2,20.92
Sustainability in Interior Design (Portfolio Skills: Interior Design),1856698149,9781856698146,17.98,3.99,2,23.97
The Person and the Situation: Perspectives of Social Psychology,1905177445,8581085999998,N/A,N/A,N/A,N/A
Women's Lives: A Psychological Exploration (3rd Edition),0205255639,9780205255634,N/A,N/A,N/A,N/A
Ethics: Theory and Practice (11th Edition),0205053149,9780205053148,N/A,N/A,N/A,N/A
TABE Flashcard Study System: TABE Exam Practice Questions & Review for the Test of Adult Basic Education (Cards),1610728866,9781610728867,43.99,3.99,2,49.98
Problem Solving Tools and Techniques for the Park and Recreation Administrator,1571675043,9781571675040,6.92,3.99,2,12.91
Careers in Interior Design,1563677164,9781563677168,31.15,3.99,2,37.14
"Restaurant Management: Customers, Operations, and Employees (3rd Edition)",0131136909,9780131136908,8.32,3.99,2,14.31
Drafting and Visual Presentation for Interior Designers (Fashion Series),013506421X,9780135064214,79.98,3.99,2,85.97
The Sacco and Vanzetti Case: A Brief History with Documents (The Bedford Series in History and Culture),0312400888,9780312400880,27.77,3.99,2,33.76
Strategic Recreation Management,0415783631,9780415783637,123.14,3.99,2,129.13
Key Concepts in Event Management (SAGE Key Concepts series),1849205604,9781849205603,13.61,3.99,2,19.6
"McGraw-Hill's Math, Grade 7",0071748636,9780071748636,14.33,3.99,2,20.32
"Ordinary Families, Special Children, Third Edition: A Systems Approach to Childhood Disability",1606233173,9781606233177,20.95,3.99,2,26.94
MCTS Windows SharePoint Services 3.0 Configuration Study Guide: Exam 70-631,0470449314,9780470449318,3.55,3.99,2,9.54
"Cognition and Suicide: Theory, Research, and Therapy",1591473578,9781591473572,9.55,3.99,2,15.54
Interior Design and Decoration,0131944045,9780131944046,25.46,3.99,2,31.45
Master the Boards USMLE Step 3,1506235875,9781506235875,N/A,N/A,N/A,N/A
"Death in the Midst of Life: Social and Cultural Influences on Death, Grief, and Mourning",0131977083,9780131977082,N/A,N/A,N/A,N/A
Inhuman Bondage: The Rise and Fall of Slavery in the New World,0195339444,9780195339444,10.13,3.99,2,16.12
Microelectronic Circuits (The Oxford Series in Electrical and Computer Engineering) 7th edition,0199339139,9780199339136,N/A,N/A,N/A,N/A
Study Guide to Child And Adolescent Psychiatry: A Companion to the American Psychiatric Publishing Textbook of Child And Adolescent Psychiatry,1585622613,9781585622610,10.03,3.99,2,16.02
The American Revolution Reader (Routledge Readers in History),0415537576,9780415537575,15.21,3.99,2,21.2
"Working with Traumatized Youth in Child Welfare (Clinical Practice with Children, Adolescents, and Families)",159385224X,9781593852245,27.24,3.99,2,33.23
Flashcard Study System for the General Chairside Assisting Exam: DANB Test Practice Questions & Review for the General Chairside Assisting Exam (Cards),1609716116,9781609716110,29.0,3.99,2,34.99
Conservation of Furniture (Routledge Series in Conservation and Museology),0415657903,9780415657907,69.7,3.99,2,75.69
The Cambridge Revision Guide: GCE O Level Biology (Cambridge International Examinations),0521648467,9780521648462,12.6,3.99,2,18.59
"Child Psychopathology, Third Edition",1462516688,9781462516681,62.24,3.99,2,68.23
Group Dynamics in Recreation and Leisure: Creating Conscious Groups Through an Experiential Approach,0736062874,8580000744491,8.0,3.99,2,13.99
Praxis II Business Education: Content Knowledge (5101) Exam Flashcard Study System: Praxis II Test Practice Questions & Review for the Praxis II: Subject Assessments (Cards),1614037000,9781614037002,43.06,3.99,2,49.05
International Harvester Shop Manual Ih-202 (I & T Shop Service Manuals),0872883612,9780872883611,18.42,3.99,2,24.41
Seasons of Hope Participant Journal One,1594711127,9781594711121,10.95,3.99,2,16.94
Adolescent Suicide: Assessment and Intervention (2nd Edition),1591471931,9781591471936,12.53,3.99,2,18.52
