title,isbn10,isbn13,purchase_cost,shipping_cost,processing_cost,net_buying_cost
Developmental Psychology: Childhood and Adolescence,1111834520,9781111834524,48.01,3.99,2,54.0
"Handbook of Child and Adolescent Drug and Substance Abuse: Pharmacological, Developmental, and Clinical Considerations",0470639067,9780470639061,21.13,3.99,2,27.12
Reaching Your Potential: Personal and Professional Development (Textbook-specific CSFI),1435439732,9781435439733,N/A,N/A,N/A,N/A
Developmental Psychology (Critical Thinking in Psychology Series),0857252763,9780857252760,21.45,3.99,2,27.44
"Sports Marketing: A Strategic Perspective, 5th edition",1138015962,8601422002959,47.22,3.99,2,53.21
Practice the PSB: Health Occupations Aptitude Exam Practice Test Questions,1481175203,9781481175203,13.45,3.99,2,19.44
Tell Me What Happened: Structured Investigative Interviews of Child Victims and Witnesses,0470518669,9780470518663,24.25,3.99,2,30.24
Criminology: A Complete Introduction (Teach Yourself),1444170236,9781444170238,12.5,3.99,2,18.49
VCR Troubleshooting and Repair,075069940X,9780750699402,8.98,3.99,2,14.97
Mediating Dangerously: The Frontiers of Conflict Resolution,0787953563,9780787953560,N/A,N/A,N/A,N/A
"Ethics: Theory and Contemporary Issues, Concise Edition (MindTap Course List)",1305077504,9781305077508,40.09,3.99,2,46.08
Mosby's Textbook for Nursing Assistants - Soft Cover Version,0323009247,9780323009249,6.77,3.99,2,12.76
"Voice & Data Communications Handbook, Fifth Edition (McGraw-Hill Communication Series)",0072263350,9780072263350,16.37,3.99,2,22.36
"Recreation, Event, and Tourism Business With Web Resources: Start-Up and Sustainable Operations",0736063536,9780736063531,24.98,3.99,2,30.97
Network Analysis Using Wireshark Cookbook,1849517649,9781849517645,38.96,3.99,2,44.95
Conversational Spanish for Hospitality Managers and Supervisors: Basic Language Skills for Daily Operations,0471059595,9780471059592,12.7,3.99,2,18.69
"Quests: Design, Theory, and History in Games and Narratives",1568813473,9781568813479,N/A,N/A,N/A,N/A
Psychology Applied to Modern Life: Adjustment in the 21st Century (MindTap Course List),1305968476,9781305968479,117.59,3.99,2,123.58
"Suicide: Foucault, History and Truth",0521130018,9780521112543,30.22,3.99,2,36.21
"Nobody's Children: Abuse and Neglect, Foster Drift, and the Adoption Alternative",0807023191,0046442023191,4.98,3.99,2,10.97
Chemistry Advanced Placement Seventh Edition,0618713700,9780618713707,10.96,3.99,2,16.95
La neblina de ayer (Spanish Edition),8483837218,9788483837214,11.76,3.99,2,17.75
A Guide to Writing Sociology Papers,1429234792,9781429234795,56.1,3.99,2,62.09
"Social Work Practice with Children, Third Edition (Clinical Practice with Children, Adolescents, and Families)",1609186435,9781609186432,34.35,3.99,2,40.34
Understanding Society through Popular Music,0415641950,9780415641951,9.59,3.99,2,15.58
Differential Equations (Cliffs Quick Review),0822053209,9780822053200,0.96,3.99,2,6.95
Transgender 101: A Simple Guide to a Complex Issue,0231157134,9780231157131,9.92,3.99,2,15.91
Child Sexual Abuse: Best Practices for Interviewing and Treatment,1933478438,9781933478432,6.17,3.99,2,12.16
Introduction to Logic,0199890498,9780199890491,39.25,3.99,2,45.24
Jazz Composition: Theory and Practice,0876390017,0073999923377,18.99,3.99,2,24.98
Theresienstadt: Hitler's Gift to the Jews,0807855847,9780807855843,1.99,3.99,2,7.98
Jazz Composition and Arranging in the Digital Age,0195381009,9780195381009,48.96,3.99,2,54.95
Magnetism in Condensed Matter (Oxford Master Series in Physics),0198505914,9780198505914,33.43,3.99,2,39.42
Building a Therapeutic Alliance With the Suicidal Patient,1433809079,9781433809071,25.97,3.99,2,31.96
Surveying Historic Buildings,1873394675,9781873394670,89.98,3.99,2,95.97
"Solar Dance: Van Gogh, Forgery, and the Eclipse of Certainty",0674283988,9780674283985,7.99,3.99,2,13.98
Family Interventions in Domestic Violence: A Handbook of Gender-Inclusive Theory and Treatment,082610245X,9780826102454,73.0,3.99,2,78.99
"End-of-Life-Care: A Practical Guide, Second Edition",0071545271,0000071545271,N/A,N/A,N/A,N/A
"Managing Suicidal Risk, First Edition: A Collaborative Approach",1593853270,9781593853273,17.72,3.99,2,23.71
"Forced Founders: Indians, Debtors, Slaves, and the Making of the American Revolution in Virginia (Published by the Omohundro Institute of Early ... and the University of North Carolina Press)",0807847844,9780807847848,13.95,3.99,2,19.94
Substance Abuse Counseling: Theory and Practice (4th Edition),0132409038,9780132409032,6.98,3.99,2,12.97
"Advanced French Coursebook: Complete Course, Revised & Updated (Advanced Complete Basic Courses)",0609804499,9780609804490,1.0,3.99,2,6.99
"Putting Meat on the American Table: Taste, Technology, Transformation",0801882419,9780801882418,106.86,3.99,2,112.85
International Cooking: A Culinary Journey (3rd Edition),0133815234,9780133815238,98.41,3.99,2,104.4
Policing Domestic Violence (Blackstone's Practical Policing),0199236747,9780199236749,54.54,3.99,2,60.53
"Taking Sides: Clashing Views in United States History, Volume 2: Reconstruction to the Present",1259180700,9781259180705,10.34,3.99,2,16.33
Introduction to Sport Management: Theory and Practice,1465267581,9781465267580,65.61,3.99,2,71.6
"Personality Theories: Development, Growth, and Diversity (5th Edition)",0205439128,9780205439126,13.99,3.99,2,19.98
Your Guide to College Success: Strategies for Achieving Your Goals (Textbook-specific CSFI),1111834334,9781111834333,13.57,3.99,2,19.56
"Special Events: Creating and Sustaining a New World for Celebration, (7th Edition)",111862677X,8601411202698,30.3,3.99,2,36.29
Journey to the Abyss: The Diaries of Count Harry Kessler 1880-1918,0307278433,9780307278432,5.0,3.99,2,10.99
Dangerous Exits: Escaping Abusive Relationships in Rural America (Critical Issues in Crime and Society),0813545196,9780813545196,8.98,3.99,2,14.97
Becoming a Master Student (Textbook-specific CSFI),1111827532,9781111827533,6.48,3.99,2,12.47
Joan of Arc: La pucelle (Manchester Medieval Sources MUP),0719068479,9780719068478,60.0,3.99,2,65.99
A Comprehensive Guide to Intellectual and Developmental Disabilities,1557667004,9781557667007,N/A,N/A,N/A,N/A
The Moral of the Story: An Introduction to Ethics,1259907961,9781259907968,N/A,N/A,N/A,N/A
Grey Wolf: The Escape of Adolf Hitler,1402781393,9781402781391,7.35,3.99,2,13.34
Conversations about Calling: Advancing Management Perspectives,0415507464,9780415507462,15.6,3.99,2,21.59
The Last Founding Father: James Monroe and a Nation's Call to Greatness,030681918X,9780306819186,N/A,N/A,N/A,N/A
A Handmade Life: In Search of Simplicity,1933392479,9781933392479,12.13,3.99,2,18.12
"The Faithful Executioner: Life and Death, Honor and Shame in the Turbulent Sixteenth Century",0809049929,9780809049929,5.48,3.99,2,11.47
Crisis Intervention: A Handbook of Immediate Person-To-Person Help,0398081069,9780398081065,50.0,3.99,2,55.99
Resilient Cultures: America's Native Peoples Confront European Colonialization 1500-1800,020569358X,9780205693580,69.99,3.99,2,75.98
The Last Eyewitnesses: Children of the Holocaust Speak (Jewish Lives),0810115115,9780810115118,18.78,3.99,2,24.77
Classical Electrodynamics Third Edition,047130932X,9780471309321,82.43,3.99,2,88.42
The Emergence of Rock and Roll: Music and the Rise of American Youth Culture (Critical Moments in American History),0415833132,9780415833134,20.9,3.99,2,26.89
Die Walkure in Full Score,0486235661,0800759235667,13.5,3.99,2,19.49
The Birth of Coffee,0609606786,9780609606780,N/A,N/A,N/A,N/A
E&M TIPERs: Electricity & Magnetism Tasks,0131854992,9780131854994,26.42,3.99,2,32.41
"Religion, Theology, and Class: Fresh Engagements after Long Silence (New Approaches to Religion and Power)",113735142X,9781137351425,34.2,3.99,2,40.19
Nutrition: Science and Applications,1118288262,9781118288269,11.66,3.99,2,17.65
Major Orchestral Works in Full Score (Dover Music Scores),0486231844,9780486231846,3.49,3.99,2,9.48
Ultimate German Advanced (Coursebook) (Ultimate Advanced),1400020581,9781400020584,20.0,3.99,2,25.99
Milady's Standard Esthetics: Advanced,1428319751,9781428319752,10.71,3.99,2,16.7
A-Level Chemistry - Core Text Fourth Edition,0748752994,9780748752997,13.63,3.99,2,19.62
Superconducting Magnets (Monographs on Cryogenics),0198548109,9780198548102,43.89,3.99,2,49.88
"Suicide: Theory, Practice and Investigation",1412910102,9781412910101,81.27,3.99,2,87.26
Drawing for Product Designers (Portfolio Skills: Product Design),1856697436,8601404319884,17.55,3.99,2,23.54
Radical Love: Introduction to Queer Theology,1596271329,9781596271326,11.25,3.99,2,17.24
"Beyond Design: The Synergy of Apparel Product Development, 3rd Edition",1609012267,9781609012267,N/A,N/A,N/A,N/A
Disrupting the School-to-Prison Pipeline (HER Reprint Series),0916690547,9780916690540,7.88,3.99,2,13.87
Basic Electricity: A Self-Teaching Guide (Wiley Self-Teaching Guides),0471850853,9780471850854,39.99,3.99,2,45.98
"Elementary Lectures On Electric Discharges, Waves And Impulses, And Other Transients - Second Edition",1933998679,9781933998671,N/A,N/A,N/A,N/A
Analysing Architecture (Volume 1),041571916X,9780415719162,36.74,3.99,2,42.73
"Palliative Care Nursing, Fourth Edition: Quality Care to the End of Life",0826196357,9780826196354,45.0,3.99,2,50.99
"When Heroes Love: The Ambiguity of Eros in the Stories of Gilgamesh and David (Gender, Theory, and Religion)",0231132603,9780231132602,20.0,3.99,2,25.99
The Marketplace of Revolution: How Consumer Politics Shaped American Independence,019518131X,9780195181319,5.49,3.99,2,11.48
Battle Cries: Black Women and Intimate Partner Abuse,0814767303,9780814767306,7.86,3.99,2,13.85
"A Typology of Domestic Violence: Intimate Terrorism, Violent Resistance, and Situational Couple Violence (Northeastern Series on Gender, Crime, and Law)",1555536948,9781555536947,4.95,3.99,2,10.94
"Schaum’s Outline of Signals and Systems, 3rd Edition (Schaum's Outlines)",0071829466,9780071829465,N/A,N/A,N/A,N/A
Autonomic Failure: A Textbook of Clinical Disorders of the Autonomic Nervous System,0198566344,9780198566342,519.97,3.99,2,525.96
Oxford Textbook of Palliative Medicine,0199693145,9780199693146,18.62,3.99,2,24.61
Textbook of Interdisciplinary Pediatric Palliative Care: Expert Consult Premium Edition - Enhanced Online Features and Print,1437702627,9781437702620,50.0,3.99,2,55.99
Excitable Speech: A Politics of the Performative,0415915880,9780415915885,25.85,3.99,2,31.84
Kant: Groundwork of the Metaphysics of Morals (Cambridge Texts in the History of Philosophy),1107401062,9781107401068,10.46,3.99,2,16.45
The Suicidal Patient: Clinical and Legal Standards of Care,1433813254,9781433813252,28.14,3.99,2,34.13
GMAT Sentence Correction (Manhattan Prep GMAT Strategy Guides),1941234070,9781941234075,2.03,3.99,2,8.02
Long-Term Athlete Development,0736092188,9780736092180,19.23,3.99,2,25.22
Introducing the New Sexuality Studies: 2nd Edition,0415781264,9780415781268,3.0,3.99,2,8.99
The Costume Technician's Handbook 3/e,0325004773,9780325004778,N/A,N/A,N/A,N/A
Human Behavior in the Social Environment: A Social Systems Approach (Modern Applications of Social Work Series),0202364003,9780202364001,29.99,3.99,2,35.98
Simulation Techniques: Models of Communication Signals and Processes (Vol 1),0471519642,9780471519645,41.93,3.99,2,47.92
Milady Standard Esthetics: Advanced (MindTap Course List),1111139091,9781111139094,49.99,3.99,2,55.98
Survival In Auschwitz,9562915298,9789562915298,5.98,3.99,2,11.97
Napoleon,0582437520,9780582437524,3.23,3.99,2,9.22
"Palliative Care Nursing: Quality Care to the End of Life, 2nd Edition",0826157947,9780826157942,N/A,N/A,N/A,N/A
The Bioethics of Pain Management: Beyond Opioids (Routledge Annals of Bioethics),0415746736,9780415746731,209.03,3.99,2,215.02
Understanding Symbolic Logic (5th Edition),0132051524,9780132051521,89.45,3.99,2,95.44
Digital Electronics: A Practical Approach with VHDL (9th Edition),0132543036,8601419624171,120.77,3.99,2,126.76
"Electricity for Refrigeration, Heating, and Air Conditioning (MindTap Course List)",1337399124,9781337399128,N/A,N/A,N/A,N/A
Cystic Fibrosis (Genes and Disease),0791096947,9780791096949,5.49,3.99,2,11.48
"The Marketplace Ministry Handbook: A Manual for Work, Money and Business",1573832944,9781573832946,7.66,3.99,2,13.65
Wellness Counseling (The Merrill Counseling Series),0132330520,9780132330527,78.32,3.99,2,84.31
Pressure Ulcer Research: Current and Future Perspectives,3540250301,9783540250302,30.11,3.99,2,36.1
American Indian Life Skills Development Curriculum,0299149242,9780299149246,21.58,3.99,2,27.57
"Data Communications Networking Devices: Operation, Utilization and Lan and Wan Internetworking, 4th Edition",047197515X,9780471975151,8.98,3.99,2,14.97
Hair Structure and Chemistry Simplified,1428335587,9781428335585,53.18,3.99,2,59.17
Cambridge International AS and A Level Biology Coursebook with CD-ROM (Cambridge International Examinations),1107609216,9781107609211,40.0,3.99,2,45.99
The Man Who Outshone the Sun King: A Life of Gleaming Opulence and Wretched Reversal in the Reign of Louis XIV,0306817578,9780306817571,N/A,N/A,N/A,N/A
A Japanese Phrase A Day Practice Pad (Tuttle Practice Pads),4805310855,9784805310854,6.97,3.99,2,12.96
Developmental Psychology: Revisiting the Classic Studies,0857027581,9780857027580,21.0,3.99,2,26.99
Don't Throw the Flag Too Soon,0989558053,9780989558051,26.67,3.99,2,32.66
How to Write a Master′s Thesis,1452203512,9781452203515,30.16,3.99,2,36.15
Continuing the War Against Domestic Violence,1482229102,9781482229103,62.35,3.99,2,68.34
Developing Person Through Childhood and Adolescence,1319058132,9781319058135,169.77,3.99,2,175.76
Konrad Adenauer: The Father of the New Germany,0471407372,9780471407379,12.99,3.99,2,18.98
Student Success in College: Doing What Works! (MindTap Course List),1285852176,9781285852171,N/A,N/A,N/A,N/A
Greek Phrase Book (Greek Language),0715614681,9780715614686,12.5,3.99,2,18.49
Electrical Wiring Residential,1285170954,9781285170954,56.47,3.99,2,62.46
Asi se dice!: Workbook and Audio Activities (Glencoe Spanish: Level 3) (Spanish Edition),0078883954,9780078883958,N/A,N/A,N/A,N/A
Repairing Your Outdoor Power Equipment (Trade),0766814033,9780766814035,299.7,3.99,2,305.69
PRENTICE HALL SCIENCE EXPLORER CHEMICAL INTERACTIONS STUDENT EDITION THIRD EDITION 2005,0131150979,9780131150973,0.98,3.99,2,6.97
Electricity and Controls for HVAC-R,1133278205,0001133278205,64.99,3.99,2,70.98
Laser Physics: From Principles to Practical Work in the Lab (Graduate Texts in Physics),331905127X,9783319051277,N/A,N/A,N/A,N/A
Materials for Interior Environments,111830635X,9781118306352,54.99,3.99,2,60.98
Hands-On Novell Open Enterprise Server for Netware and Linux,1418835315,9781418835316,38.9,3.99,2,44.89
Concise Guide to Jazz Plus NEW MyLab Search with eText - Access Card Package (7th Edition),0205955231,9780205955237,71.03,3.99,2,77.02
"Of the People: A History of the United States, Volume 2: Since 1865",0190254874,9780190254872,35.35,3.99,2,41.34
"Of the People: A History of the United States, Volume 1: To 1877, with Sources",0190254882,9780190254889,33.64,3.99,2,39.63
Basics Interior Architecture 05: Texture + Materials,2940411530,9782940411535,31.86,3.99,2,37.85
Evidence-Based Design for Interior Designers,1563677598,9781563677595,86.43,3.99,2,92.42
Saxon Math 4: Workbook Set,1565771729,9781565771727,53.98,3.99,2,59.97
Fundamentals of HVACR (3rd Edition),0134016165,9780134016160,207.97,3.99,2,213.96
"Cambridge Latin Course, Unit 2: The North American, 4th Edition (North American Cambridge Latin Course) (English and Latin Edition)",0521004306,9780521004305,15.0,3.99,2,20.99
Principles and Practice of Palliative Care and Supportive Oncology,145112127X,9780443073250,N/A,N/A,N/A,N/A
Practical VCR Repair,0827365837,9780827365834,899.99,3.99,2,905.98
The Everyday Writer,1457698471,9781457698477,33.0,3.99,2,38.99
Queering Marriage: Challenging Family Formation in the United States (Families in Focus),081356221X,9780813562216,15.71,3.99,2,21.7
Schaums Easy Outline of Basic Electricity Revised (Schaum's Easy Outlines),0071780688,9780071780681,11.69,3.99,2,17.68
AC Theory,1435489020,9781435489028,N/A,N/A,N/A,N/A
Electromagnetics,0132433842,9780132433846,131.0,3.99,2,136.99
Clinical Manual of Child and Adolescent Psychopharmacology,1615370447,9781615370443,58.26,3.99,2,64.25
"Of the People: A History of the United States, Volume 1: To 1877",0190254866,9780190254865,33.38,3.99,2,39.37
In Fashion: Studio Instant Access,1609012224,9781609012229,6.94,3.99,2,12.93
"Palliative Care: Core Skills and Clinical Competencies, Expert Consult  Online and Print",1437716199,9781437716191,20.9,3.99,2,26.89
Skin Care: Beyond The Basics,1435487451,9781435487451,52.07,3.99,2,58.06
Survey of Historic Costume,1628921676,9781628921670,59.48,3.99,2,65.47
Textile Design: Portfolio Series,1856696871,9781856696876,5.1,3.99,2,11.09
First Time Sewing: The Absolute Beginner's Guide: Learn By Doing - Step-by-Step Basics and Easy Projects,1589238044,0052944019754,10.49,3.99,2,16.48
California: An Interpretive History,0073406961,9780073406961,59.96,3.99,2,65.95
Designer's Guide to Building Construction and Systems (Fashion Series),0132414287,9780132414289,N/A,N/A,N/A,N/A
Introduction to Magnetism and Magnetic Materials,148223887X,9781482238877,72.9,3.99,2,78.89
The Power of Critical Thinking: Effective Reasoning about Ordinary and Extraordinary Claims,0199385424,9780199385423,52.35,3.99,2,58.34
Critical Thinking Skills: Developing Effective Analysis and Argument (Palgrave Study Skills),0230285295,8601400017395,7.84,3.99,2,13.83
Screened Out: Playing Gay in Hollywood from Edison to Stonewall,0415923298,9780415923293,8.85,3.99,2,14.84
Marie Antoinette: Writings on the Body of a Queen,0415933951,9780415933957,13.92,3.99,2,19.91
Introduction to Electric Circuits,1118477502,9781118477502,136.99,3.99,2,142.98
"Teach Yourself Electricity and Electronics, 5th Edition (Teach Yourself Electricity & Electronics)",0071741356,8581000001072,9.05,3.99,2,15.04
The Idea Agent: The Handbook on Creative Processes,0415824141,9780415824149,22.62,3.99,2,28.61
Napoleon and His Collaborators: The Making of a Dictatorship,0393323412,9780393323412,2.99,3.99,2,8.98
The Personal Training Sales Education Textbook: A simple and effective sales system designed specifically for the personal trainer in the health club.,1463567235,9781463567231,15.79,3.99,2,21.78
"Lab Manual for Tomczyk/Silberstein/ Whitman/Johnson’s Refrigeration and Air Conditioning Technology, 8th",1305578708,9781305578708,N/A,N/A,N/A,N/A
Outreach Spanish: Book/Cassette Package,0764173405,9780764173400,4.84,3.99,2,10.83
FOCUS on Community College Success (Textbook-specific CSFI),0495906433,9780495906438,0.01,3.99,2,6.0
An American Heroine in the French Resistance: The Diary and Memoir of Virginia D'Albert-Lake,0823225828,9780823225828,27.86,3.99,2,33.85
Classical Electrodynamics (Frontiers in Physics),0738200565,9780738200569,24.92,3.99,2,30.91
Soul by Soul: Life Inside the Antebellum Slave Market,0674005392,9780674005396,15.81,3.99,2,21.8
Scientific Reasoning: The Bayesian Approach,081269578X,9780812695786,43.46,3.99,2,49.45
Advanced Practice Palliative Nursing,0190204745,9780190204747,68.0,3.99,2,73.99
Magnetism and Transition Metal Complexes (Dover Books on Chemistry),0486462846,9780486462844,9.67,3.99,2,15.66
Cultural Diversity in Health and Illness (9th Edition),0134413318,9780134413310,47.99,3.99,2,53.98
"Total Sportscasting: Performance, Production, and Career Development",0415813921,9780415813921,N/A,N/A,N/A,N/A
"Sport, Theory and Social Problems: A Critical Introduction",041557126X,9780415571265,3.26,3.99,2,9.25
Interior Design Illustrated,1563675315,9781563675317,14.6,3.99,2,20.59
Framing the Victim: Domestic Violence Media and Social Problems (Social Problems & Social Issues),0202307417,9780202307411,5.49,3.99,2,11.48
Network Security Essentials Applications and Standards (5th Edition),0133370437,9780133370430,30.0,3.99,2,35.99
Evidence-Based Practice of Palliative Medicine: Expert Consult: Online and Print,143773796X,9781437737967,74.89,3.99,2,80.88
Cities and Sexualities (Routledge Critical Introductions to Urbanism and the City),0415566479,9780415566476,34.07,3.99,2,40.06
Le Tombeau de Couperin and Valses Nobles et Sentimentales in Full Score (Dover Music Scores),0486418987,9780486418988,11.0,3.99,2,16.99
HVAC Level 4 Trainee Guide (4th Edition),0133757196,9780133757194,N/A,N/A,N/A,N/A
Financing Sport (Sport Management Library),1935412426,9781935412427,44.55,3.99,2,50.54
CAD and Rapid Prototyping for Product Design (Portfolio Skills),1780673426,9781780673424,9.3,3.99,2,15.29
The Design Work of Edward Barber and Jay Osgerby,0847835405,9780847835409,12.01,3.99,2,18.0
"Introduction to Accumark, Pattern Design, and PDM",1563674378,9781563674372,18.69,3.99,2,24.68
"Current Issues and Enduring Questions: A Guide to Critical Thinking and Argument, with Readings",1457622602,9781457622601,3.93,3.99,2,9.92
Critical Thinking and Everyday Argument (with InfoTrac),053460174X,9780534601744,18.88,3.99,2,24.87
Principles of Flat Pattern Design 4th Edition,1563678519,9781563678516,74.24,3.99,2,80.23
Essentials of Services Marketing (2nd Edition),9810686188,9789810686185,6.0,3.99,2,11.99
Basic Mathematics for Electricity and Electronics,0028050223,8580000002997,24.0,3.99,2,29.99
Governance and Policy in Sport Organizations (Sport Management),193443275X,9781934432754,19.51,3.99,2,25.5
SMART! Sports Medicine Assessment and Review Textbook: Expert Consult - Online and Print,1437702864,0001437702864,N/A,N/A,N/A,N/A
Bertrand Goldberg: Architecture of Invention,0300167040,9780300167047,18.11,3.99,2,24.1
"A Portrait of Pacifists: Le Chambon, the Holocaust, and the Lives of André and Magda Trocmé (Religion, Theology and the Holocaust)",0815609701,9780815609704,19.48,3.99,2,25.47
On Course Study Skills Plus Edition (MindTap Course List),1305397487,9781305397484,62.5,3.99,2,68.49
Narrative Pedagogy: Life History and Learning (Counterpoints),1433108917,9781433108914,N/A,N/A,N/A,N/A
Introduction to Logic and Critical Thinking,1133049753,9781133049753,61.86,3.99,2,67.85
Hospice and Palliative Care: The Essential Guide,0415993563,9780415993562,16.71,3.99,2,22.7
Electrical Theory 3-phase Circuits and Electrical Machines Interactive Student DVD (10-13),1439059829,9781439059821,366.9,3.99,2,372.89
Elements of Electromagnetics (OXF SER ELEC),0195387759,9780195387759,22.26,3.99,2,28.25
The Social Work Skills Workbook (MindTap Course List),1305633784,9781305633780,94.95,3.99,2,100.94
"Principles of Heating, Ventilating, and Air Conditioning: A Textbook With Design Data Based on the 2001 Ashrae Handbook-Fundamentals (Item #90407)",188341394X,9781883413941,22.96,3.99,2,28.95
Refrigeration and Air Conditioning Technology (MindTap Course List),1305578295,9781305578296,95.99,3.99,2,101.98
Becoming a Master Student (MindTap Course List),1337097101,9781337097109,69.94,3.99,2,75.93
Master the Boards USMLE Step 3,1506235875,9781506235875,32.98,3.99,2,38.97
The Nightinghouls of Paris,0252031350,9780252031359,28.17,3.99,2,34.16
"The Memoirs of Lt. Henry Timberlake: The Story of a Soldier, Adventurer, and Emissary to the Cherokees, 1756-1765",0807858277,9780807858271,42.13,3.99,2,48.12
Therapeutic Modalities,0803625936,9780803625938,N/A,N/A,N/A,N/A
"Schaum’s Outline of Fluid Mechanics and Hydraulics, 4th Edition (Schaum's Outlines)",0071831452,9780071831451,3.98,3.99,2,9.97
The Design Process,1563678721,9781563678721,10.47,3.99,2,16.46
"Electronics Fundamentals: Circuits, Devices & Applications (8th Edition)",0135072956,9780135072950,126.38,3.99,2,132.37
Hospitality Financial Managment,0130482870,9780130482877,44.92,3.99,2,50.91
Milady's Aesthetician Series: Microdermabrasion,1435438655,9781435438651,25.95,3.99,2,31.94
Abelard and Heloise: The Letters and Other Writings (Hackett Classics),0872208753,9780872208759,11.12,3.99,2,17.11
Andre Lefebvre and the Cars He Created at Voisin and Citrodn,1845842448,9781845842444,16.0,3.99,2,21.99
Anatomy and Physiology Coloring Workbook: A Complete Study Guide (12th Edition),0134459369,9780134459363,78.97,3.99,2,84.96
Automotive Heating and Air Conditioning (6th Edition) (Professional Technician Series),0132551535,9780132551533,31.74,3.99,2,37.73
Critical Thinking and Communication: The Use of Reason in Argument (7th Edition),0205925774,9780205925773,39.99,3.99,2,45.98
NSCA'S Essentials of Personal Training - 2nd Edition,0736084150,8601400009345,N/A,N/A,N/A,N/A
Media Relations in Sport,1935412949,9781935412946,72.56,3.99,2,78.55
Milady's Aesthetician Series: Lasers and Light Therapy,1428399631,9781428399631,42.09,3.99,2,48.08
Español En Vivo Level 1: Instructional Spanish Workbook for Grades 4-8 (Español En Vivo Instructional Spanish Workbooks) (Volume 1),1492259489,9781492259480,15.99,3.99,2,21.98
Commercial Refrigeration: For Air Conditioning Technicians,1428335269,9781428335264,85.99,3.99,2,91.98
"Maps, Globes, Graphs: Student Edition, level A",0739891014,9780739891018,N/A,N/A,N/A,N/A
Experience Design: Concepts and Case Studies,1472569393,9781472569394,27.12,3.99,2,33.11
"Bundle: Delmar's Standard Textbook of Electricity, 5th + Electrical CourseMate with eBook Access Code",1111976449,9781111976446,94.41,3.99,2,100.4
Digital Jacquard Design,0857853457,9780857853455,92.66,3.99,2,98.65
African Muslims in Antebellum America: Transatlantic Stories and Spiritual Struggles,0415912709,9780415912709,10.9,3.99,2,16.89
Practical Ethics in Sport Management,0786463988,9780786463985,34.99,3.99,2,40.98
Modern Welding Technology,0130309133,9780130309136,18.98,3.99,2,24.97
Design Meets Disability (The MIT Press),0262516748,9780262516747,14.5,3.99,2,20.49
Substance Abuse and Addiction Treatment: Practical Application of Counseling Theory,013254265X,9780132542654,86.97,3.99,2,92.96
Milady's Aesthetician Series: Common Drugs and Side Effects: A Handbook for the Aesthetician,1401881726,9781401881726,15.0,3.99,2,20.99
Basics of Vocal Pedagogy,0070682895,9780070682894,100.4,3.99,2,106.39
"American Horizons: U.S. History in a Global Context, Volume I: To 1877, with Sources",0199389330,9780199389339,27.81,3.99,2,33.8
"Guide to Energy Management, Eighth Edition",1498759335,9781498759335,75.49,3.99,2,81.48
Food and Beverage Cost Control,1118988493,9781118988497,53.96,3.99,2,59.95
REALIDADES LEVELED VOCABULARY AND GRMR WORKBOOK (CORE & GUIDED PRACTICE) LEVEL 1 COPYRIGHT 2011,013369268X,9780133692686,13.3,3.99,2,19.29
Social Policy for Children and Families: A Risk and Resilience Perspective (Volume 3),148334455X,9781483344553,43.58,3.99,2,49.57
"The Sagebrush State, 4th Ed: Nevada’s History, Government, and Politics (Shepperson Series in Nevada History)",0874179238,9780874179231,14.96,3.99,2,20.95
Consumer Mathematics student workbook,078542945X,9780785429456,15.07,3.99,2,21.06
"Focus on College Success, 4th Edition",1285430077,9781285430072,6.57,3.99,2,12.56
Fundamentals of Electromagnetics with Engineering Applications,0470105755,9780470105757,73.62,3.99,2,79.61
Asi se dice Level 2 Workbook and Audio Activities (Glencoe Spanish) (Spanish Edition),0078883822,9780078883828,9.99,3.99,2,15.98
J.J. Pizzuto's Fabric Science Swatch Kit: Studio Access Card,1628926570,9781628926576,83.0,3.99,2,88.99
Spacesuits: The Smithsonian National Air and Space Museum Collection,1576874982,9781576874981,11.38,3.99,2,17.37
Twelve Who Ruled: The Year of Terror in the French Revolution (Princeton Classic Editions),0691121877,9780691121871,12.49,3.99,2,18.48
Wound Management: Principles and Practices (3rd Edition),0131395246,9780131395244,73.82,3.99,2,79.81
The Contemporary Singer: Elements of Vocal Technique (Berklee Guide),0876391072,9780876391075,10.94,3.99,2,16.93
Physics Laboratory Experiments,128573856X,9781285738567,52.47,3.99,2,58.46
Lab Manual for Fundamentals of HVACR,0134016246,9780134016245,49.98,3.99,2,55.97
Coffin's Sounds of Singing: Principles and Applications of Vocal Techniques with Chromatic Vowel Chart,0810844184,9780810844186,101.45,3.99,2,107.44
Fashion Forecasting: Studio Instant Access,1628925469,9781628925463,44.41,3.99,2,50.4
Why Shrinkwrap a Cucumber?: The Complete Guide to Environmental Packaging,1856697576,9781856697576,3.5,3.99,2,9.49
"DeLee & Drez's Orthopaedic Sports Medicine: 2-Volume Set (DeLee, DeLee and Drez's Orthopaedic Sports Medicine)",1455743763,9781455743766,196.99,3.99,2,202.98
Examination of Orthopedic and Athletic Injuries,0803617208,9780803617209,5.0,3.99,2,10.99
Development Across the Life Span (7th Edition),0205940072,9780205940073,22.46,3.99,2,28.45
Cambridge Latin Course Unit 1 Omnibus Workbook North American edition (North American Cambridge Latin Course),0521787475,8601300312538,3.78,3.99,2,9.77
